period,period_type,source,item,value_jpy_m,value_jpy_m_year_ago,yoy_pct,yoy_pct_published
2002-06,MONTH,timeseries:world_imports_by_commodity,I:特殊取扱品,78955,59692,32.27,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:石油製品,63137,63503,-0.58,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:石炭,57275,61745,-7.24,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:科学光学機器,83622,86000,-2.77,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:穀物類及び同調製品,41723,44583,-6.41,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:総額,3209513,3379706,-5.04,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:織物用糸及び繊維製品,42161,44832,-5.96,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:肉類及び同調製品,66409,81360,-18.38,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:自動車,60168,55138,9.12,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:自動車の部分品,24452,20705,18.09,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:航空機類,62207,20309,206.31,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:衣類及び同附属品,113426,133764,-15.20,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:輸送用機器,159111,109238,45.66,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:通信機,36373,49022,-25.80,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:重電機器,35570,38514,-7.64,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:野菜,26651,28109,-5.19,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:金属製品,36945,35905,2.90,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:鉄鉱石,29115,30090,-3.24,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:鉄鋼,22056,25311,-12.86,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:鉱物性燃料,568521,637559,-10.83,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:雑製品,400901,442561,-9.41,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:電気機器,476903,503223,-5.23,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:電気計測機器,31814,36324,-12.42,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:非金属鉱物製品,45024,45394,-0.82,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属,73619,85081,-13.47,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属鉱,25715,35056,-26.65,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:音響・映像機器(含部品),85299,89837,-5.05,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:食料品及び動物,361169,385977,-6.43,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:飲料及びたばこ,44813,44288,1.18,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:魚介類及び同調製品,131039,132935,-1.43,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:１．食料品,405982,430265,-5.64,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:２．原料品,180738,209833,-13.87,
2002-06,MONTH,timeseries:world_imports_by_commodity,I:９．その他,479856,502254,-4.46,
2002-06,MONTH,timeseries:world_total,E:Exp-Total,4430440,4138701,7.05,
2002-06,MONTH,timeseries:world_total,I:Imp-Total,3209513,3379706,-5.04,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:(電算機類(含周辺機器)),111151,124533,-10.75,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:(電算機類の部分品),120650,93254,29.38,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:ゴム製品,57240,48739,17.44,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:プラスチック,98080,77701,26.23,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:ベアリング及び同部分品,21772,19952,9.12,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:ポンプ及び遠心分離機,65016,57045,13.97,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:一般機械,901245,820057,9.90,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:二輪自動車・原動機付自転車,36794,32245,14.10,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:写真用・映画用材料,39528,35772,10.50,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:加熱用・冷却用機器,30536,29360,4.01,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:動植物性油脂,950,1064,-10.76,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:化学製品,349680,286699,21.97,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:医薬品,30245,24959,21.18,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:半導体等電子部品,336190,295563,13.75,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:原動機,143779,144164,-0.27,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:原料別製品,482791,438687,10.05,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:原材料,36004,34016,5.84,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:建設用・鉱山用機械,42707,32806,30.18,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:映像機器,139991,111332,25.74,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:有機化合物,105468,92161,14.44,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:特殊取扱品,181217,174215,4.02,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:科学光学機器,161763,215797,-25.04,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:紙類及び同製品,23546,19976,17.87,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:総額,4396515,4037119,8.90,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:繊維機械,24279,17258,40.68,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:織物用糸及び繊維製品,70368,67934,3.58,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:自動車,767608,639656,20.00,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:自動車の部分品,178047,156431,13.82,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:航空機類,14254,19027,-25.09,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:船舶,70598,84399,-16.35,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:荷役機械,35233,29068,21.21,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:輸送用機器,1086020,947681,14.60,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:通信機,42065,56927,-26.11,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:重電機器,48699,49513,-1.65,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:金属加工機械,58708,67481,-13.00,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:金属製品,69012,62986,9.57,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:鉄鋼,168033,146990,14.32,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:鉱物性燃料,10320,17713,-41.74,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:雑製品,320466,359948,-10.97,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:電気回路等の機器,104193,93769,11.12,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:電気機器,1007910,917410,9.86,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:電気計測機器,61375,54497,12.62,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:電池,28845,27763,3.90,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:非金属鉱物製品,46787,45326,3.22,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:非鉄金属,45954,44846,2.47,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器,161276,131746,22.41,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器の部分品,49047,46421,5.66,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:音響機器,21285,20413,4.27,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:食料品及び動物,16374,35780,-54.24,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:飲料及びたばこ,3539,3849,-8.07,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:（テレビ受像機）,37061,27642,34.07,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:（バス・トラック）,88551,61785,43.32,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:（乗用車）,675511,575277,17.42,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:（映像記録・再生機器）,96746,78142,23.81,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:（ＩＣ）,223265,191713,16.46,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:１．食料品,19912,39630,-49.75,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:２．原料品,36954,35081,5.34,
2002-07,MONTH,timeseries:world_exports_by_commodity,E:９．その他,501683,534163,-6.08,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:(一般炭),28008,35521,-21.15,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:(揮発油),52601,49895,5.42,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:(電算機類(含周辺機器)),124595,134740,-7.53,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:(電算機類の部分品),67446,73619,-8.38,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:(ＩＣ),144371,126811,13.85,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:バッグ類,31321,32472,-3.55,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:一般機械,375858,368538,1.99,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:動植物性油脂,6936,5779,20.01,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:化学製品,300217,280537,7.02,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:医薬品,71242,61473,15.89,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:半導体等電子部品,165624,146531,13.03,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:原動機,52959,39797,33.07,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:原料別製品,331579,332666,-0.33,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:原材料,214015,220145,-2.78,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:原油及び粗油,389087,405401,-4.02,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:大豆,11673,10618,9.94,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:家具,35857,35086,2.20,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:有機化合物,80180,80829,-0.80,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:木材,45823,49223,-6.91,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:木製品及びコルク製品(除家具),50807,50764,0.09,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:果実,34350,31727,8.27,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:液化天然ガス,124741,156565,-20.33,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:液化石油ガス,31942,36843,-13.30,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:特殊取扱品,80256,63453,26.48,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:石油製品,61481,62942,-2.32,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:石炭,65126,76470,-14.83,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:科学光学機器,93548,91954,1.73,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:穀物類及び同調製品,41105,44993,-8.64,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:総額,3651638,3620000,0.87,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:織物用糸及び繊維製品,47831,49457,-3.29,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:肉類及び同調製品,100161,94924,5.52,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:自動車,81182,61482,32.04,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:自動車の部分品,29659,23384,26.84,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:航空機類,63335,17221,267.78,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:衣類及び同附属品,177672,188834,-5.91,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:輸送用機器,188592,116091,62.45,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:通信機,36624,53633,-31.71,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:重電機器,39591,37762,4.84,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:野菜,29188,29721,-1.79,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:金属製品,42543,39249,8.39,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:鉄鉱石,31388,34641,-9.39,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:鉄鋼,25597,25468,0.50,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:鉱物性燃料,674306,740078,-8.89,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:雑製品,513549,538128,-4.57,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:電気機器,500955,493259,1.56,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:電気計測機器,35802,35268,1.51,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:非金属鉱物製品,50649,48286,4.90,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属,78463,83425,-5.95,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属鉱,45839,40681,12.68,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:音響・映像機器(含部品),89718,96589,-7.11,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:食料品及び動物,415747,413243,0.61,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:飲料及びたばこ,49627,48082,3.21,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:魚介類及び同調製品,148511,147099,0.96,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:１．食料品,465374,461326,0.88,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:２．原料品,220951,225924,-2.20,
2002-07,MONTH,timeseries:world_imports_by_commodity,I:９．その他,593805,601581,-1.29,
2002-07,MONTH,timeseries:world_total,E:Exp-Total,4396515,4037119,8.90,
2002-07,MONTH,timeseries:world_total,I:Imp-Total,3651638,3620000,0.87,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:(電算機類(含周辺機器)),107109,108952,-1.69,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:(電算機類の部分品),121623,95002,28.02,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:ゴム製品,51118,48423,5.57,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:プラスチック,95907,83075,15.45,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:ベアリング及び同部分品,18899,18644,1.37,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:ポンプ及び遠心分離機,61804,57528,7.43,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:一般機械,803759,767133,4.77,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:二輪自動車・原動機付自転車,31470,33082,-4.87,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:写真用・映画用材料,38082,34742,9.61,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:加熱用・冷却用機器,26546,23829,11.40,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:動植物性油脂,783,1021,-23.30,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:化学製品,338410,296569,14.11,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:医薬品,29581,26403,12.04,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:半導体等電子部品,343785,278021,23.65,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:原動機,123102,132581,-7.15,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:原料別製品,455714,424383,7.38,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:原材料,35964,36291,-0.90,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:建設用・鉱山用機械,37585,28267,32.96,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:映像機器,125210,101999,22.76,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:有機化合物,106916,95666,11.76,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:特殊取扱品,187542,163170,14.94,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:科学光学機器,153142,205439,-25.46,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:紙類及び同製品,23046,19446,18.51,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:総額,4068125,3829974,6.22,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:繊維機械,19257,17260,11.57,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:織物用糸及び繊維製品,60334,64314,-6.19,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:自動車,624774,590045,5.89,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:自動車の部分品,164262,149900,9.58,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:航空機類,10977,18826,-41.69,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:船舶,71465,62240,14.82,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:荷役機械,31851,26137,21.86,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:輸送用機器,922291,873801,5.55,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:通信機,44705,55911,-20.04,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:重電機器,44996,42059,6.98,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:金属加工機械,49261,62871,-21.65,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:金属製品,63094,55994,12.68,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:鉄鋼,170769,141884,20.36,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:鉱物性燃料,16308,14152,15.23,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:雑製品,305314,351838,-13.22,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:電気回路等の機器,101279,90603,11.78,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:電気機器,982425,873209,12.51,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:電気計測機器,58263,53582,8.74,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:電池,28392,28914,-1.81,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:非金属鉱物製品,44157,47313,-6.67,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:非鉄金属,41618,45274,-8.08,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器,146345,123018,18.96,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器の部分品,52072,42789,21.70,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:音響機器,21135,21019,0.55,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:食料品及び動物,15574,24645,-36.81,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:飲料及びたばこ,4043,3763,7.42,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:（テレビ受像機）,37890,28836,31.40,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:（バス・トラック）,80169,67236,19.23,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:（乗用車）,541567,520560,4.04,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:（映像記録・再生機器）,81181,66995,21.17,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:（ＩＣ）,235247,184145,27.75,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:１．食料品,19617,28408,-30.95,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:２．原料品,36747,37312,-1.51,
2002-08,MONTH,timeseries:world_exports_by_commodity,E:９．その他,492856,515008,-4.30,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:(一般炭),26366,32194,-18.10,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:(揮発油),51420,58120,-11.53,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:(電算機類(含周辺機器)),116467,118775,-1.94,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:(電算機類の部分品),58572,63692,-8.04,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:(ＩＣ),140432,113025,24.25,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:バッグ類,27009,29599,-8.75,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:一般機械,333676,336890,-0.95,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:動植物性油脂,6563,5531,18.66,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:化学製品,268317,233708,14.81,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:医薬品,56871,46566,22.13,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:半導体等電子部品,158873,129147,23.02,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:原動機,48793,43518,12.12,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:原料別製品,310359,316557,-1.96,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:原材料,191358,201085,-4.84,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:原油及び粗油,399802,439438,-9.02,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:大豆,10212,11180,-8.66,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:家具,36386,39260,-7.32,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:有機化合物,77212,65314,18.22,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:木材,46457,46450,0.01,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:木製品及びコルク製品(除家具),49081,47961,2.33,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:果実,25160,26851,-6.30,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:液化天然ガス,133152,143447,-7.18,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:液化石油ガス,32112,45645,-29.65,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:特殊取扱品,71102,63436,12.08,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:石油製品,60817,78144,-22.17,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:石炭,66398,69739,-4.79,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:科学光学機器,84015,86042,-2.36,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:穀物類及び同調製品,40776,41658,-2.12,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:総額,3428898,3520154,-2.59,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:織物用糸及び繊維製品,46291,49751,-6.95,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:肉類及び同調製品,68528,72386,-5.33,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:自動車,68883,73414,-6.17,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:自動車の部分品,26237,22399,17.13,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:航空機類,57484,38178,50.57,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:衣類及び同附属品,220987,253228,-12.73,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:輸送用機器,165320,145862,13.34,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:通信機,25142,38969,-35.48,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:重電機器,33091,34135,-3.06,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:野菜,28085,31358,-10.44,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:金属製品,37450,38444,-2.59,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:鉄鉱石,30215,31816,-5.03,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:鉄鋼,26900,25722,4.58,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:鉱物性燃料,695558,778724,-10.68,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:雑製品,527913,577974,-8.66,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:電気機器,448717,442039,1.51,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:電気計測機器,31124,36112,-13.81,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:非金属鉱物製品,41292,41869,-1.38,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属,78688,79465,-0.98,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属鉱,36383,30568,19.02,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:音響・映像機器(含部品),78700,85954,-8.44,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:食料品及び動物,366017,375286,-2.47,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:飲料及びたばこ,43998,43060,2.18,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:魚介類及び同調製品,142567,135697,5.06,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:１．食料品,410015,418346,-1.99,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:２．原料品,197921,206616,-4.21,
2002-08,MONTH,timeseries:world_imports_by_commodity,I:９．その他,599015,641411,-6.61,
2002-08,MONTH,timeseries:world_total,E:Exp-Total,4068125,3829974,6.22,
2002-08,MONTH,timeseries:world_total,I:Imp-Total,3428898,3520154,-2.59,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:(電算機類(含周辺機器)),126541,117542,7.66,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:(電算機類の部分品),129800,86335,50.34,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:ゴム製品,50790,46635,8.91,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:プラスチック,92255,82128,12.33,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:ベアリング及び同部分品,21098,19599,7.65,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:ポンプ及び遠心分離機,65518,59190,10.69,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:一般機械,900762,821224,9.69,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:二輪自動車・原動機付自転車,35147,47317,-25.72,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:写真用・映画用材料,37286,37801,-1.36,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:加熱用・冷却用機器,31770,26636,19.27,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:動植物性油脂,852,937,-9.09,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:化学製品,337810,306914,10.07,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:医薬品,25692,28659,-10.35,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:半導体等電子部品,337373,283352,19.07,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:原動機,143980,144728,-0.52,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:原料別製品,446948,415995,7.44,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:原材料,34596,33426,3.50,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:建設用・鉱山用機械,39416,33097,19.09,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:映像機器,145499,128123,13.56,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:有機化合物,114993,98524,16.72,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:特殊取扱品,187297,170290,9.99,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:科学光学機器,162362,223355,-27.31,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:紙類及び同製品,23538,19964,17.90,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:総額,4449754,4162911,6.89,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:繊維機械,22503,17425,29.15,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:織物用糸及び繊維製品,55324,57367,-3.56,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:自動車,780973,666473,17.18,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:自動車の部分品,179801,165639,8.55,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:航空機類,10933,17113,-36.11,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:船舶,113099,95288,18.69,
2002-09,MONTH,timeseries:world_exports_by_commodity,E:荷役機械,31941,30246,5.60,
