period,period_type,source,item,value_jpy_m,value_jpy_m_year_ago,yoy_pct,yoy_pct_published
1997-01,MONTH,timeseries:world_imports_by_commodity,I:原油及び粗油,406008,278685,45.69,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:大豆,18589,17779,4.55,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:家具,34842,28289,23.16,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:有機化合物,65525,57163,14.63,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:木材,111904,76372,46.53,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:木製品及びコルク製品(除家具),79829,55849,42.94,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:果実,23189,21512,7.80,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:液化天然ガス,107789,80021,34.70,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:液化石油ガス,50312,31290,60.79,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:特殊取扱品,53193,50573,5.18,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:石油製品,92557,67825,36.46,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:石炭,64860,61692,5.14,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:科学光学機器,68539,53017,29.28,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:穀物類及び同調製品,68084,55121,23.52,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:総額,3565801,2964494,20.28,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:織物用糸及び繊維製品,60152,52499,14.58,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:肉類及び同調製品,66192,59707,10.86,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:自動車,109655,119764,-8.44,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:自動車の部分品,17060,12771,33.59,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:航空機類,35835,13650,162.53,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:衣類及び同附属品,169461,152438,11.17,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:輸送用機器,175397,156426,12.13,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:通信機,40251,32117,25.33,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:重電機器,31903,26145,22.02,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:野菜,31206,28037,11.30,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:金属製品,36814,27247,35.11,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:鉄鉱石,34283,30662,11.81,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:鉄鋼,48897,43170,13.27,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:鉱物性燃料,723039,520266,38.97,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:雑製品,472805,401841,17.66,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:電気機器,391371,356016,9.93,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:電気計測機器,28004,26377,6.17,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:非金属鉱物製品,58292,56562,3.06,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属,89085,76376,16.64,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属鉱,45730,40503,12.91,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:音響・映像機器(含部品),77208,58126,32.83,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:食料品及び動物,404803,336476,20.31,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:飲料及びたばこ,40233,33524,20.01,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:魚介類及び同調製品,149236,117660,26.84,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:１．食料品,445036,370000,20.28,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:２．原料品,340141,283465,19.99,
1997-01,MONTH,timeseries:world_imports_by_commodity,I:９．その他,525999,452415,16.26,
1997-01,MONTH,timeseries:world_total,E:Exp-Total,3541320,3027419,16.97,
1997-01,MONTH,timeseries:world_total,I:Imp-Total,3565801,2964494,20.28,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:(電算機類(含周辺機器)),185408,138678,33.70,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:(電算機類の部分品),117503,103377,13.66,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:ゴム製品,54681,49227,11.08,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:プラスチック,82115,69400,18.32,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:ベアリング及び同部分品,22526,22182,1.55,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:ポンプ及び遠心分離機,62971,63303,-0.52,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:一般機械,986704,888001,11.12,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:二輪自動車・原動機付自転車,45796,42700,7.25,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:写真用・映画用材料,40211,35653,12.78,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:加熱用・冷却用機器,43461,43656,-0.44,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:動植物性油脂,690,734,-6.00,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:化学製品,294578,256809,14.71,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:医薬品,17602,16194,8.69,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:半導体等電子部品,318782,355263,-10.27,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:原動機,133873,126473,5.85,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:原料別製品,440198,392624,12.12,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:原材料,30009,26119,14.90,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:建設用・鉱山用機械,43535,35381,23.05,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:映像機器,74631,70736,5.51,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:有機化合物,103672,93361,11.04,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:特殊取扱品,100603,82919,21.33,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:科学光学機器,172544,146250,17.98,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:紙類及び同製品,20354,15235,33.60,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:総額,3990396,3624732,10.09,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:繊維機械,23082,20877,10.56,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:織物用糸及び繊維製品,58262,53321,9.27,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:自動車,528964,459498,15.12,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:自動車の部分品,155712,152892,1.84,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:航空機類,12421,5005,148.15,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:船舶,78151,68027,14.88,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:荷役機械,45164,43404,4.05,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:輸送用機器,845023,751598,12.43,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:通信機,59789,43824,36.43,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:重電機器,62602,49436,26.63,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:金属加工機械,76184,69013,10.39,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:金属製品,67189,53614,25.32,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:鉄鋼,148067,135081,9.61,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:鉱物性燃料,16282,21346,-23.72,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:雑製品,326687,285963,14.24,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:電気回路等の機器,96803,89046,8.71,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:電気機器,930015,903346,2.95,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:電気計測機器,54165,53048,2.11,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:電池,27686,20477,35.21,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:非金属鉱物製品,47283,47927,-1.34,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:非鉄金属,42079,36324,15.84,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器,110808,108777,1.87,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器の部分品,37413,36183,3.40,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:音響機器,36177,38040,-4.90,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:食料品及び動物,15591,12122,28.62,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:飲料及びたばこ,4016,3153,27.37,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:（テレビ受像機）,20621,16666,23.73,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:（バス・トラック）,98212,81775,20.10,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:（乗用車）,423302,371035,14.09,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:（映像記録・再生機器）,24877,25648,-3.01,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:（ＩＣ）,181978,234302,-22.33,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:１．食料品,19607,15275,28.37,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:２．原料品,30699,26853,14.32,
1997-02,MONTH,timeseries:world_exports_by_commodity,E:９．その他,427289,368882,15.83,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:(一般炭),25138,21201,18.57,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:(揮発油),49991,30090,66.14,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:(電算機類(含周辺機器)),124249,102339,21.41,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:(電算機類の部分品),58467,57952,0.89,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:(ＩＣ),98628,108972,-9.49,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:バッグ類,28062,31291,-10.32,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:一般機械,316091,282441,11.91,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:動植物性油脂,7632,6291,21.32,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:化学製品,213438,199953,6.74,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:医薬品,40692,38852,4.74,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:半導体等電子部品,112913,120892,-6.60,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:原動機,23542,20831,13.01,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:原料別製品,348182,339165,2.66,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:原材料,299010,253204,18.09,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:原油及び粗油,421906,304597,38.51,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:大豆,16864,16157,4.38,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:家具,32007,29942,6.89,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:有機化合物,65024,61964,4.94,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:木材,110537,73065,51.29,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:木製品及びコルク製品(除家具),63066,47127,33.82,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:果実,25516,22063,15.65,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:液化天然ガス,106154,76794,38.23,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:液化石油ガス,51179,36919,38.63,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:特殊取扱品,56362,58535,-3.71,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:石油製品,88620,78889,12.34,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:石炭,68628,55968,22.62,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:科学光学機器,63918,56161,13.81,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:穀物類及び同調製品,64032,62741,2.06,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:総額,3309676,2979874,11.07,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:織物用糸及び繊維製品,51832,51243,1.15,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:肉類及び同調製品,55166,61274,-9.97,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:自動車,82999,78490,5.74,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:自動車の部分品,14661,12271,19.47,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:航空機類,25390,11280,125.09,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:衣類及び同附属品,163663,183740,-10.93,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:輸送用機器,133591,112562,18.68,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:通信機,35719,32769,9.00,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:重電機器,26485,23543,12.50,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:野菜,28720,30175,-4.82,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:金属製品,29426,27500,7.01,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:鉄鉱石,27327,25877,5.60,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:鉄鋼,41431,41119,0.76,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:鉱物性燃料,737468,554261,33.05,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:雑製品,447392,453237,-1.29,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:電気機器,345438,341756,1.08,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:電気計測機器,32024,30117,6.33,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:非金属鉱物製品,47880,57331,-16.49,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属,85886,82662,3.90,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属鉱,42669,34886,22.31,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:音響・映像機器(含部品),52595,55955,-6.00,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:食料品及び動物,363872,342332,6.29,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:飲料及びたばこ,41202,36137,14.01,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:魚介類及び同調製品,122865,107022,14.80,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:１．食料品,405073,378469,7.03,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:２．原料品,306641,259495,18.17,
1997-02,MONTH,timeseries:world_imports_by_commodity,I:９．その他,503754,511772,-1.57,
1997-02,MONTH,timeseries:world_total,E:Exp-Total,3990396,3624732,10.09,
1997-02,MONTH,timeseries:world_total,I:Imp-Total,3309676,2979874,11.07,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:(電算機類(含周辺機器)),215560,151919,41.89,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:(電算機類の部分品),130834,111307,17.54,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:ゴム製品,54286,51097,6.24,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:プラスチック,91321,79832,14.39,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:ベアリング及び同部分品,23875,23723,0.64,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:ポンプ及び遠心分離機,71735,69259,3.57,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:一般機械,1131058,1020497,10.83,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:二輪自動車・原動機付自転車,42455,42147,0.73,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:写真用・映画用材料,42163,39625,6.41,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:加熱用・冷却用機器,58973,51242,15.09,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:動植物性油脂,765,698,9.67,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:化学製品,316471,286168,10.59,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:医薬品,17740,18627,-4.76,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:半導体等電子部品,370387,379670,-2.45,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:原動機,150724,137666,9.49,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:原料別製品,490248,439396,11.57,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:原材料,32463,27939,16.19,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:建設用・鉱山用機械,48558,39884,21.75,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:映像機器,99602,88306,12.79,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:有機化合物,108174,104043,3.97,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:特殊取扱品,125536,96807,29.68,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:科学光学機器,193011,182606,5.70,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:紙類及び同製品,23292,18615,25.13,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:総額,4540250,4110540,10.45,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:繊維機械,25696,30459,-15.64,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:織物用糸及び繊維製品,62883,56749,10.81,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:自動車,560979,465626,20.48,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:自動車の部分品,172165,170504,0.97,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:航空機類,13247,7758,70.74,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:船舶,126036,129453,-2.64,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:荷役機械,49295,46874,5.16,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:輸送用機器,940746,838182,12.24,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:通信機,79995,61801,29.44,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:重電機器,60045,55837,7.54,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:金属加工機械,92999,90153,3.16,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:金属製品,69677,60571,15.03,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:鉄鋼,178668,160063,11.62,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:鉱物性燃料,19157,20551,-6.78,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:雑製品,369624,337782,9.43,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:電気回路等の機器,113048,96488,17.16,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:電気機器,1093685,1026855,6.51,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:電気計測機器,64004,64613,-0.94,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:電池,33035,24389,35.45,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:非金属鉱物製品,54644,50715,7.75,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:非鉄金属,44266,39399,12.35,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器,139347,133000,4.77,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器の部分品,44230,41260,7.20,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:音響機器,39745,44694,-11.07,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:食料品及び動物,15757,12406,27.01,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:飲料及びたばこ,4738,3261,45.29,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:（テレビ受像機）,22022,18903,16.50,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:（バス・トラック）,112077,95013,17.96,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:（乗用車）,440316,362335,21.52,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:（映像記録・再生機器）,29763,28664,3.83,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:（ＩＣ）,220610,247548,-10.88,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:１．食料品,20495,15667,30.82,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:２．原料品,33229,28637,16.03,
1997-03,MONTH,timeseries:world_exports_by_commodity,E:９．その他,495161,434589,13.94,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:(一般炭),25569,26022,-1.74,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:(揮発油),49161,28482,72.60,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:(電算機類(含周辺機器)),166582,127241,30.92,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:(電算機類の部分品),80755,61419,31.48,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:(ＩＣ),118360,128066,-7.58,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:バッグ類,29694,24669,20.37,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:一般機械,399344,313256,27.48,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:動植物性油脂,8717,6888,26.55,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:化学製品,251064,192135,30.67,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:医薬品,55534,35006,58.64,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:半導体等電子部品,136660,142261,-3.94,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:原動機,22918,16799,36.42,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:原料別製品,383063,312832,22.45,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:原材料,313636,238889,31.29,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:原油及び粗油,369308,296723,24.46,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:大豆,18457,14309,28.99,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:家具,36563,28283,29.27,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:有機化合物,71580,53522,33.74,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:木材,111343,74609,49.24,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:木製品及びコルク製品(除家具),66143,49617,33.31,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:果実,29732,25122,18.35,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:液化天然ガス,113923,72944,56.18,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:液化石油ガス,62317,32938,89.20,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:特殊取扱品,69819,52861,32.08,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:石油製品,77532,72754,6.57,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:石炭,70534,61532,14.63,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:科学光学機器,84644,60560,39.77,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:穀物類及び同調製品,74164,63446,16.89,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:総額,3740038,2992906,24.96,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:織物用糸及び繊維製品,56143,43747,28.34,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:肉類及び同調製品,57701,54668,5.55,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:自動車,110796,107001,3.55,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:自動車の部分品,18107,12408,45.93,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:航空機類,48625,26556,83.10,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:衣類及び同附属品,168862,143444,17.72,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:輸送用機器,191338,157579,21.42,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:通信機,46094,36955,24.73,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:重電機器,31069,20788,49.45,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:野菜,35475,28522,24.38,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:金属製品,35658,26878,32.66,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:鉄鉱石,32686,22918,42.62,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:鉄鋼,41027,31093,31.95,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:鉱物性燃料,694893,537538,29.27,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:雑製品,532549,408637,30.32,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:電気機器,428494,371295,15.41,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:電気計測機器,40656,35801,13.56,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:非金属鉱物製品,64001,55233,15.87,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属,89102,75953,17.31,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属鉱,36724,31007,18.44,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:音響・映像機器(含部品),64423,50723,27.01,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:食料品及び動物,419496,357256,17.42,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:飲料及びたばこ,47625,43740,8.88,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:魚介類及び同調製品,148363,124877,18.81,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:１．食料品,467121,400996,16.49,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:２．原料品,322353,245777,31.16,
1997-03,MONTH,timeseries:world_imports_by_commodity,I:９．その他,602368,461498,30.52,
1997-03,MONTH,timeseries:world_total,E:Exp-Total,4540250,4110540,10.45,
1997-03,MONTH,timeseries:world_total,I:Imp-Total,3740038,2992906,24.96,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:(電算機類(含周辺機器)),188467,125655,49.99,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:(電算機類の部分品),133226,103372,28.88,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:ゴム製品,54762,48765,12.30,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:プラスチック,89201,76626,16.41,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:ベアリング及び同部分品,23017,22235,3.52,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:ポンプ及び遠心分離機,69878,66255,5.47,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:一般機械,1102895,900159,22.52,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:二輪自動車・原動機付自転車,41077,36391,12.88,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:写真用・映画用材料,41132,35651,15.37,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:加熱用・冷却用機器,54937,47808,14.91,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:動植物性油脂,751,605,24.03,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:化学製品,323470,266770,21.25,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:医薬品,22701,17639,28.70,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:半導体等電子部品,357202,328356,8.79,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:原動機,158325,136527,15.97,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:原料別製品,478625,408573,17.15,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:原材料,31415,26576,18.21,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:建設用・鉱山用機械,49633,38131,30.16,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:映像機器,88223,78439,12.47,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:有機化合物,110412,93857,17.64,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:特殊取扱品,117864,85488,37.87,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:科学光学機器,184216,142435,29.33,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:紙類及び同製品,23607,18031,30.93,
1997-04,MONTH,timeseries:world_exports_by_commodity,E:総額,4426958,3644668,21.46,
