report_month,market,company_id,company_name,industry,rev_month_twd_k,rev_prev_month_twd_k,rev_year_ago_month_twd_k,mom_pct,yoy_pct,rev_cum_twd_k,rev_cum_prev_year_twd_k,cum_yoy_pct,note
2026-08,sii,1309,台達化,塑膠工業,1147797,1032063,1079037,11.21,6.37,8353962,10315570,-19.02,-
2026-08,sii,1310,台苯,塑膠工業,827062,668728,716796,23.68,15.38,5658190,6239188,-9.31,-
2026-08,sii,1312,國喬,塑膠工業,2381254,1422114,1258413,67.44,89.23,16669124,13872173,20.16,主要為去年8月泉州國亨停車進行設備改良致使營收減少，今年8月泉州國亨生產正常。
2026-08,sii,1313,聯成,塑膠工業,5244696,5091842,4946044,3.00,6.04,41672457,39018021,6.80,-
2026-08,sii,1314,中石化,塑膠工業,927609,1059916,1227152,-12.48,-24.41,9967217,14277915,-30.19,-
2026-08,sii,1315,達新,塑膠工業,219175,218590,199708,0.27,9.75,1404733,1585227,-11.39,-
2026-08,sii,1316,上曜,建材營造,690239,695494,357553,-0.76,93.05,5362428,2414900,122.06,主因子公司營收上升，致本月及本年度營收較去年同期增加。
2026-08,sii,1319,東陽,汽車工業,1946454,2035775,1812381,-4.39,7.40,15275956,16656817,-8.29,-
2026-08,sii,1321,大洋,塑膠工業,271109,297426,256760,-8.85,5.59,2486189,2502388,-0.65,-
2026-08,sii,1323,永裕,塑膠工業,213908,189518,159541,12.87,34.08,1484454,1352098,9.79,-
2026-08,sii,1324,地球,塑膠工業,40030,56386,62593,-29.01,-36.05,428842,492264,-12.88,-
2026-08,sii,1325,恆大,塑膠工業,15611,19967,20429,-21.82,-23.58,158956,206553,-23.04,-
2026-08,sii,1326,台化,塑膠工業,30558197,31267016,23203688,-2.27,31.70,230729306,198963537,15.97,-
2026-08,sii,1337,再生-KY,塑膠工業,47354,50904,40851,-6.97,15.92,386515,442223,-12.60,-
2026-08,sii,1338,廣華-KY,汽車工業,503046,370408,456525,35.81,10.19,3400344,3392013,0.25,-
2026-08,sii,1339,昭輝,汽車工業,140264,141514,121383,-0.88,15.55,1087273,1168244,-6.93,-
2026-08,sii,1340,勝悅-KY,塑膠工業,7115,7274,3321,-2.19,114.24,43115,29878,44.30,公司停業舊營業項目並新增項目，營收較去年成長；更正114年第3季及全年財報，致本、去年營收及累積營收產生差異。
2026-08,sii,1341,富林-KY,塑膠工業,181811,265664,173867,-31.56,4.57,1783429,1663919,7.18,-
2026-08,sii,1342,八貫,其他,307180,337627,188651,-9.02,62.83,2556955,1865888,37.04,主要係航海航太的客戶強勁拉貨及戶外產品熱銷使得客戶增加出貨所致
2026-08,sii,1402,遠東新,紡織纖維,22832378,23366547,19820523,-2.29,15.20,176712966,163089579,8.35,-
2026-08,sii,1409,新纖,紡織纖維,3425819,4641142,3746713,-26.19,-8.56,30122179,26891455,12.01,-
2026-08,sii,1410,南染,紡織纖維,18766,18088,13766,3.75,36.32,143619,131938,8.85,-
2026-08,sii,1413,宏洲,紡織纖維,184216,173552,144296,6.14,27.67,1364932,1523556,-10.41,-
2026-08,sii,1414,東和,紡織纖維,31640,30089,33531,5.15,-5.64,302434,328554,-7.95,-
2026-08,sii,1416,廣豐,其他,44896,44583,30752,0.70,45.99,316585,219160,44.45,-
2026-08,sii,1417,嘉裕,紡織纖維,23777,24710,28755,-3.78,-17.31,193779,195534,-0.90,-
2026-08,sii,1418,東華,紡織纖維,38,834,17,-95.44,123.53,4298,3583,19.96,配合客戶生產線出貨
2026-08,sii,1419,新紡,紡織纖維,510290,429159,481661,18.90,5.94,3500913,2810580,24.56,-
2026-08,sii,1423,利華,紡織纖維,10823,5951,4505,81.87,140.24,61173,52819,15.82,主因客戶需求較去年同期增加及公司營收項目自今年7月起增列租賃暨太陽光電收入。
2026-08,sii,1432,大魯閣,運動休閒,82129,70081,127741,17.19,-35.71,548711,907962,-39.57,-
2026-08,sii,1434,福懋,紡織纖維,2026703,2152442,2183147,-5.84,-7.17,18389268,19302530,-4.73,-
2026-08,sii,1435,中福,其他,499,499,499,0,0,3988,3988,0,-
2026-08,sii,1436,華友聯,建材營造,54343,88560,449276,-38.64,-87.90,625945,3575147,-82.49,本月及累計營收較去年同期減少，係今年交屋數量較去年同期減少所致。
2026-08,sii,1437,勤益控,其他,80186,107578,69292,-25.46,15.72,597629,622047,-3.93,-
2026-08,sii,1438,三地開發,建材營造,406071,39787,978,920.61,41420.55,837553,1219,68608.20,因本年已有建案完工交屋，故營收變化大。
2026-08,sii,1439,雋揚,建材營造,35925,22489,123109,59.74,-70.82,173564,507852,-65.82,主係本公司按持有比例陸續認列聯合營運建案交屋之營收較去年同期減少。
2026-08,sii,1440,南紡,紡織纖維,1050401,1300342,1096783,-19.22,-4.23,8914083,10107573,-11.81,-
2026-08,sii,1441,大東,紡織纖維,108006,89328,124523,20.91,-13.26,802457,1025493,-21.75,-
2026-08,sii,1442,名軒,建材營造,265545,271346,161359,-2.14,64.57,1369325,2542557,-46.14,本月認收22戶，去年同期認收17戶，故兩期差異大
2026-08,sii,1443,立益物流,其他,82121,79430,79064,3.39,3.87,627811,668425,-6.08,-
2026-08,sii,1444,力麗,紡織纖維,444102,517228,519789,-14.14,-14.56,5459214,4704638,16.04,-
2026-08,sii,1445,大宇,紡織纖維,54031,66134,64086,-18.30,-15.69,427274,527788,-19.04,-
2026-08,sii,1446,宏和,紡織纖維,88539,10920,121319,710.80,-27.02,432190,976561,-55.74,本期營建銷售戶數減少
2026-08,sii,1447,力鵬,紡織纖維,2041747,1199980,3097385,70.15,-34.08,19309758,18580310,3.93,-
2026-08,sii,1449,佳和,紡織纖維,317172,371228,158240,-14.56,100.44,2529935,1669541,51.53,訂單增加及合併子公司營收
2026-08,sii,1451,年興,紡織纖維,654058,670302,478115,-2.42,36.80,4531929,4166496,8.77,-
2026-08,sii,1452,宏益,紡織纖維,69905,113912,105811,-38.63,-33.93,908105,925674,-1.90,-
2026-08,sii,1453,大將,建材營造,107,106,105,0.94,1.90,967,973,-0.62,-
2026-08,sii,1454,台富,紡織纖維,70385,118586,118323,-40.65,-40.51,830526,1062282,-21.82,-
2026-08,sii,1455,集盛,紡織纖維,464570,506492,468295,-8.28,-0.80,3840397,4551879,-15.63,-
2026-08,sii,1456,怡華,建材營造,2232459,90897,33692,2356.03,6526.08,2690860,604911,344.84,本月認列建設收入較去年本月增加所致
2026-08,sii,1457,宜進,紡織纖維,231778,238975,214233,-3.01,8.19,1898764,2123822,-10.60,-
2026-08,sii,1459,聯發,紡織纖維,77340,95047,90191,-18.63,-14.25,663100,796284,-16.73,-
2026-08,sii,1460,宏遠,紡織纖維,718711,517874,633533,38.78,13.44,4268603,4816464,-11.37,-
2026-08,sii,1463,強盛新,紡織纖維,15629,19873,15115,-21.36,3.40,150954,739436,-79.59,去年第一季子公司保強建設房屋售出入帳
2026-08,sii,1464,得力,紡織纖維,1001905,969593,984416,3.33,1.78,7911620,8203007,-3.55,-
2026-08,sii,1465,偉全,紡織纖維,18919,31816,15136,-40.54,24.99,251221,247980,1.31,-
2026-08,sii,1466,聚隆,紡織纖維,183930,207165,199383,-11.22,-7.75,1502861,1737357,-13.50,-
2026-08,sii,1467,南緯,紡織纖維,509038,522427,553569,-2.56,-8.04,3494668,3493147,0.04,-
2026-08,sii,1468,昶和,紡織纖維,22570,42981,47650,-47.49,-52.63,329487,575011,-42.70,終端市場需求下降，客戶下單保守。
2026-08,sii,1470,大統新創,紡織纖維,41969,56595,61110,-25.84,-31.32,470190,533915,-11.94,-
2026-08,sii,1471,首利,電子零組件業,5736,8754,14065,-34.48,-59.22,61838,131391,-52.94,本月營收及本年累計營收皆較去年同期減少，主係因為客戶需求減少所致。
2026-08,sii,1472,三洋實業,建材營造,357593,360176,331244,-0.72,7.95,2628414,2444425,7.53,本公司以專案收入為主要營收，因各財務報表期間所認列專案別不同，使得營業收入同期比較不具相同基礎，此為本公司營業特性。
2026-08,sii,1473,台南,紡織纖維,559294,663144,533721,-15.66,4.79,4612798,5123221,-9.96,-
2026-08,sii,1474,弘裕,紡織纖維,236259,223674,234702,5.63,0.66,1830294,1920920,-4.72,-
2026-08,sii,1475,業旺,紡織纖維,129628,127357,104301,1.78,24.28,980283,974457,0.60,-
2026-08,sii,1476,儒鴻,紡織纖維,3311034,3752424,3348874,-11.76,-1.13,26770332,25485435,5.04,-
2026-08,sii,1477,聚陽,紡織纖維,3554003,2999331,3745640,18.49,-5.12,23616164,24139451,-2.17,-
2026-08,sii,1503,士電,電機機械,2846465,2971490,2857439,-4.21,-0.38,26939478,24593878,9.54,-
2026-08,sii,1504,東元,電機機械,5408315,5528934,4629290,-2.18,16.83,41725219,38555780,8.22,-
2026-08,sii,1506,正道,電機機械,116168,123620,78595,-6.03,47.81,855886,721588,18.61,-
2026-08,sii,1512,瑞利,汽車工業,90473,74442,113866,21.53,-20.54,717706,744657,-3.62,-
2026-08,sii,1513,中興電,電機機械,2502498,2410391,2297365,3.82,8.93,18936577,18170852,4.21,-
2026-08,sii,1514,亞力,電機機械,773622,894958,1052778,-13.56,-26.52,7043770,6525482,7.94,-
2026-08,sii,1515,力山,電機機械,460497,434596,498318,5.96,-7.59,3117636,3120908,-0.10,-
2026-08,sii,1516,川飛,其他,9784,7546,9989,29.66,-2.05,72116,55232,30.57,-
2026-08,sii,1517,利奇,電機機械,157625,196093,144986,-19.62,8.72,1342078,1345907,-0.28,-
2026-08,sii,1519,華城,電機機械,1916427,2049883,1703482,-6.51,12.50,14178496,14433944,-1.77,-
2026-08,sii,1521,大億,汽車工業,248902,301739,264998,-17.51,-6.07,2554144,2334396,9.41,-
2026-08,sii,1522,堤維西,汽車工業,2162878,2356530,2230662,-8.22,-3.04,17862637,13690868,30.47,-
2026-08,sii,1524,耿鼎,汽車工業,221762,226339,219798,-2.02,0.89,1594535,1710567,-6.78,-
2026-08,sii,1525,江申,汽車工業,94944,125585,120877,-24.40,-21.45,854714,797501,7.17,-
2026-08,sii,1526,日馳,電機機械,41955,60672,59438,-30.85,-29.41,432441,539659,-19.87,-
2026-08,sii,1527,鑽全,電機機械,241850,281887,237112,-14.20,2.00,1856396,2089877,-11.17,-
2026-08,sii,1528,恩德,電機機械,383294,317995,224361,20.53,70.84,2171200,1813832,19.70,本月營收較去年同期增加70.84%，主要係母公司恩德及上海協德、GB等子公司本月出貨增加所致。
2026-08,sii,1529,樂事綠能,電機機械,49353,44186,45695,11.69,8.01,534486,627950,-14.88,-
2026-08,sii,1530,亞崴,電機機械,87383,238923,153168,-63.43,-42.95,1238669,1376040,-9.98,-
2026-08,sii,1531,高林股,電機機械,125964,140170,116313,-10.13,8.30,1047396,1053947,-0.62,-
2026-08,sii,1532,勤美,電機機械,1689080,1245914,2944507,35.57,-42.64,9849731,10020906,-1.71,-
2026-08,sii,1533,車王電,汽車工業,459785,385966,382971,19.13,20.06,3552513,2413428,47.20,-
2026-08,sii,1535,中宇,電機機械,701433,672022,981507,4.38,-28.54,5560589,7594648,-26.78,-
2026-08,sii,1536,和大,汽車工業,460071,439713,404527,4.63,13.73,3255001,3171043,2.65,-
2026-08,sii,1537,廣隆,電機機械,606136,606200,546155,-0.01,10.98,4649899,4526322,2.73,-
2026-08,sii,1538,正峰,電機機械,4096,3385,9771,21.00,-58.08,41907,84493,-50.40,終端市場需求轉弱，客戶下單態度轉為審慎及部份客戶庫存水位偏高，持續進行庫存去化與調整作業
2026-08,sii,1539,巨庭,電機機械,105264,115130,103469,-8.57,1.73,773986,949711,-18.50,-
2026-08,sii,1540,喬福,電機機械,25446,20417,51869,24.63,-50.94,247718,376958,-34.28,歐洲.大陸巿場衰退
2026-08,sii,1541,錩泰,電機機械,185322,222307,338514,-16.64,-45.25,1609710,2619095,-38.54,-
2026-08,sii,1558,伸興,電機機械,890004,936760,750248,-4.99,18.63,6045031,5723236,5.62,-
2026-08,sii,1560,中砂,電機機械,899115,886323,689622,1.44,30.38,6571294,5280144,24.45,-
2026-08,sii,1563,巧新,汽車工業,549815,650057,536622,-15.42,2.46,5051600,4750456,6.34,-
2026-08,sii,1568,倉佑,汽車工業,88426,94387,83099,-6.32,6.41,737989,704920,4.69,-
2026-08,sii,1582,信錦,電子零組件業,724367,868532,712982,-16.60,1.60,5714571,5819433,-1.80,-
2026-08,sii,1583,程泰,電機機械,336552,441308,374511,-23.74,-10.14,2754520,2610328,5.52,-
2026-08,sii,1587,吉茂,汽車工業,211156,237679,215386,-11.16,-1.96,1801179,1653708,8.92,-
2026-08,sii,1589,永冠-KY,電機機械,638363,728061,706113,-12.32,-9.59,5346040,5168476,3.44,-
2026-08,sii,1590,亞德客-KY,電機機械,3707549,3994281,2586808,-7.18,43.33,29879717,22284795,34.08,本月營業收入換算匯率為4.7540786；本年累計營業收入換算匯率為4.6452740
2026-08,sii,1597,直得,電機機械,133094,136585,91642,-2.56,45.23,1027337,709070,44.89,-
2026-08,sii,1598,岱宇,運動休閒,491583,477072,396941,3.04,23.84,3880585,4013128,-3.30,-
2026-08,sii,1603,華電,電器電纜,439498,504831,364716,-12.94,20.50,3752683,3707404,1.22,-
2026-08,sii,1604,聲寶,電器電纜,706947,800422,683692,-11.68,3.40,6303169,6296674,0.10,-
2026-08,sii,1605,華新,電器電纜,14428827,15713997,12550005,-8.18,14.97,120910665,117996140,2.47,-
2026-08,sii,1608,華榮,電器電纜,1180412,1267960,1001210,-6.90,17.90,9165836,7690437,19.18,-
2026-08,sii,1609,大亞,電器電纜,3388884,2905704,2513349,16.63,34.84,24317144,20262338,20.01,-
2026-08,sii,1611,中電,電器電纜,81207,88821,81138,-8.57,0.09,678826,734582,-7.59,-
2026-08,sii,1612,宏泰,電器電纜,684422,746815,572267,-8.35,19.60,5402989,5294168,2.06,-
2026-08,sii,1614,三洋電,電器電纜,405059,511916,418037,-20.87,-3.10,3567334,3778684,-5.59,-
2026-08,sii,1615,大山,電器電纜,465639,494555,387202,-5.85,20.26,3888518,3695044,5.24,-
2026-08,sii,1616,億泰,電器電纜,447433,532980,476156,-16.05,-6.03,3769782,3527404,6.87,-
2026-08,sii,1617,榮星,電器電纜,374179,419782,254731,-10.86,46.89,2815350,2157646,30.48,-
2026-08,sii,1618,合機,電器電纜,527665,670446,537890,-21.30,-1.90,3488546,3423836,1.89,-
2026-08,sii,1623,大東電,電器電纜,482275,619085,520334,-22.10,-7.31,4399528,4299550,2.33,-
2026-08,sii,1626,艾美特-KY,電器電纜,376173,672217,308260,-44.04,22.03,5934241,6001901,-1.13,-
2026-08,sii,1702,南僑,食品工業,1971512,1864175,1948584,5.76,1.18,15366880,15279888,0.57,-
2026-08,sii,1707,葡萄王,生技醫療業,706058,716707,884118,-1.49,-20.14,6114390,6460456,-5.36,-
2026-08,sii,1708,東鹼,化學工業,680872,639793,511272,6.42,33.17,4629084,3991743,15.97,-
2026-08,sii,1709,和益,化學工業,1208393,1130202,661529,6.92,82.67,7451684,6095167,22.26,因原料成本上漲，調高產品售價及本期三角貿易銷售較去年同期增加所致。
2026-08,sii,1710,東聯,化學工業,2389820,2249785,1927762,6.22,23.97,15216754,15597783,-2.44,無
2026-08,sii,1711,永光,化學工業,747049,781404,561028,-4.40,33.16,5705465,5110610,11.64,-
2026-08,sii,1712,興農,化學工業,1449498,1571098,1489922,-7.74,-2.71,13189605,12644255,4.31,-
2026-08,sii,1713,國化,化學工業,38761,33259,42410,16.54,-8.60,298461,288603,3.42,-
2026-08,sii,1714,和桐,化學工業,3046841,3330687,1951760,-8.52,56.11,23394143,14572263,60.54,115年8月營收較去年同期增加達50%以上，主係產品銷量、售價皆較去年同期增加。
2026-08,sii,1717,長興,化學工業,4069789,4092959,3364895,-0.57,20.95,30331598,27134710,11.78,-
2026-08,sii,1718,中纖,化學工業,4179861,4902256,4002631,-14.74,4.43,32841304,31806339,3.25,本月份自結異業別合併營收資訊，未經會計師簽證或核閱。
2026-08,sii,1720,生達,生技醫療業,623714,597173,578668,4.44,7.78,4745375,4607935,2.98,-
2026-08,sii,1721,國慶科技,化學工業,169943,99976,124531,69.98,36.47,1076323,1191411,-9.66,-
2026-08,sii,1722,台肥,化學工業,911920,986349,1027861,-7.55,-11.28,8648210,8269525,4.58,-
2026-08,sii,1723,中碳,化學工業,619597,683318,421666,-9.33,46.94,4623048,4012192,15.22,-
2026-08,sii,1725,元禎,化學工業,853217,856636,652998,-0.40,30.66,6320721,5635090,12.17,-
2026-08,sii,1726,永記,化學工業,745945,844085,744817,-11.63,0.15,6765572,6517778,3.80,-
2026-08,sii,1727,中華化,化學工業,256624,235237,157756,9.09,62.67,1649370,1305220,26.37,115年8月月營收較去年同期增加達50%以上，主係出貨量增加及銷售單價上漲所致。
2026-08,sii,1730,花仙子,化學工業,196517,214484,196965,-8.38,-0.23,1668132,1610758,3.56,-
2026-08,sii,1731,美吾華,生技醫療業,133240,147474,112956,-9.65,17.96,1135214,1039512,9.21,本月美髮品牌出貨暢旺，營收較去年同期大幅成長近18%
2026-08,sii,1732,毛寶,化學工業,55605,50473,56278,10.17,-1.20,469440,451102,4.07,-
2026-08,sii,1733,五鼎,生技醫療業,146355,142568,146894,2.66,-0.37,1279299,1324829,-3.44,-
2026-08,sii,1734,杏輝,生技醫療業,311002,283359,255810,9.76,21.58,2291496,2165336,5.83,-
2026-08,sii,1735,日勝化,化學工業,216074,213751,179803,1.09,20.17,1693156,1544822,9.60,-
2026-08,sii,1736,喬山,運動休閒,4840096,4580338,3946036,5.67,22.66,34499748,30234140,14.11,-
2026-08,sii,1737,臺鹽,食品工業,275018,276992,286105,-0.71,-3.88,2110519,2225808,-5.18,-
2026-08,sii,1752,南光,生技醫療業,169159,171833,150552,-1.56,12.36,1409206,1455647,-3.19,-
2026-08,sii,1760,寶齡富錦,生技醫療業,181232,173208,251306,4.63,-27.88,1385567,1381495,0.29,-
2026-08,sii,1762,中化生,生技醫療業,59095,89767,45353,-34.17,30.30,815267,655190,24.43,-
2026-08,sii,1773,勝一,化學工業,1384770,1336524,957512,3.61,44.62,9373344,7561377,23.96,-
2026-08,sii,1776,展宇,化學工業,76443,84364,76240,-9.39,0.27,689091,676127,1.92,-
2026-08,sii,1783,和康生,生技醫療業,68526,63763,70258,7.47,-2.47,544170,521741,4.30,-
2026-08,sii,1786,科妍,生技醫療業,66363,75206,85888,-11.76,-22.73,557917,574895,-2.95,-
2026-08,sii,1789,神隆,生技醫療業,199285,185365,344685,7.51,-42.18,1722863,1977997,-12.90,-
2026-08,sii,1795,美時,生技醫療業,2107202,2491699,1159844,-15.43,81.68,22051986,13033975,69.19,主係受惠於併購NAGH後的營收挹注及出口業務成長所致
2026-08,sii,1802,台玻,玻璃陶瓷,4592157,4581358,3463388,0.24,32.59,31473937,26998143,16.58,-
2026-08,sii,1805,寶徠,建材營造,114,115,115,-0.87,-0.87,104266,97243,7.22,-
2026-08,sii,1806,冠軍,玻璃陶瓷,204823,209074,245976,-2.03,-16.73,1853059,2294742,-19.25,-
2026-08,sii,1808,潤隆,建材營造,622899,1101405,1880,-43.45,33032.93,14184672,101685,13849.62,營收變動主要係本年度完工建案已陸續過戶交屋認列房地出售收入所致。
2026-08,sii,1809,中釉,玻璃陶瓷,212015,201583,221147,5.18,-4.13,1615439,1645188,-1.81,-
2026-08,sii,1810,和成,玻璃陶瓷,343347,388679,328228,-11.66,4.61,2916453,3112886,-6.31,-
2026-08,sii,1817,凱撒衛,玻璃陶瓷,247067,234891,224431,5.18,10.09,1784133,1735916,2.78,-
2026-08,sii,1903,士紙,造紙工業,13784,11204,13267,23.03,3.90,101607,102331,-0.71,-
2026-08,sii,1904,正隆,造紙工業,4342939,4255688,3527265,2.05,23.12,30705852,28043480,9.49,-
2026-08,sii,1905,華紙,造紙工業,1518838,1519667,1494221,-0.05,1.65,12119089,12558470,-3.50,-
2026-08,sii,1906,寶隆,造紙工業,312709,337926,286404,-7.46,9.18,2231967,2052829,8.73,-
2026-08,sii,1907,永豐餘,造紙工業,6452290,6450570,6085364,0.03,6.03,50762452,48347148,5.00,-
2026-08,sii,1909,榮成,造紙工業,4596477,4324449,3731723,6.29,23.17,33131450,28789488,15.08,-
2026-08,sii,2002,中鋼,鋼鐵工業,27948400,29719695,24739527,-5.96,12.97,225670804,217397799,3.81,-
2026-08,sii,2006,東和鋼鐵,鋼鐵工業,5234484,5196912,4546819,0.72,15.12,40327750,39401505,2.35,-
2026-08,sii,2007,燁興,鋼鐵工業,318860,457987,405617,-30.38,-21.39,3040813,3909652,-22.22,-
2026-08,sii,2008,高興昌,鋼鐵工業,148996,159159,148446,-6.39,0.37,1129811,1297013,-12.89,-
2026-08,sii,2009,第一銅,鋼鐵工業,338921,345877,260159,-2.01,30.27,2375670,1946820,22.03,-
2026-08,sii,2010,春源,鋼鐵工業,1990448,2093876,2122871,-4.94,-6.24,16950246,16249429,4.31,-
2026-08,sii,2012,春雨,鋼鐵工業,628001,647377,674040,-2.99,-6.83,5044162,5670589,-11.05,-
2026-08,sii,2013,中鋼構,鋼鐵工業,1785700,1757640,1500083,1.60,19.04,13187080,14000471,-5.81,-
2026-08,sii,2014,中鴻,鋼鐵工業,1025159,1250747,1450307,-18.04,-29.31,12598125,13638392,-7.63,-
2026-08,sii,2015,豐興,鋼鐵工業,2306318,2472383,2102928,-6.72,9.67,18770529,20259957,-7.35,-
2026-08,sii,2017,官田鋼,鋼鐵工業,219145,180742,264977,21.25,-17.30,1808860,1913001,-5.44,-
2026-08,sii,2020,美亞,鋼鐵工業,272115,284045,432299,-4.20,-37.05,2604679,3323091,-21.62,-
2026-08,sii,2022,聚亨,鋼鐵工業,724508,903166,778466,-19.78,-6.93,7853445,5775919,35.97,-
2026-08,sii,2023,燁輝,鋼鐵工業,4776556,5722528,5574426,-16.53,-14.31,44189166,47373928,-6.72,-
2026-08,sii,2024,志聯,鋼鐵工業,87528,100086,78083,-12.55,12.10,698010,667809,4.52,-
2026-08,sii,2025,千興,鋼鐵工業,212580,112761,104962,88.52,102.53,1228139,519927,136.21,本月及本年營收較去年同期增加，係因鎳價上漲帶動不銹鋼售價提高，另一因素為去年基期較低，造成增加數大幅成長。
2026-08,sii,2027,大成鋼,鋼鐵工業,12385552,12618274,8477981,-1.84,46.09,92199711,68689958,34.23,-
2026-08,sii,2028,威致,鋼鐵工業,639576,665890,535959,-3.95,19.33,6046960,5704366,6.01,-
2026-08,sii,2029,盛餘,鋼鐵工業,857746,1022366,1033804,-16.10,-17.03,8593713,9269326,-7.29,-
2026-08,sii,2030,彰源,鋼鐵工業,1175065,1078093,745165,8.99,57.69,8077866,6708860,20.41,鎳價走揚需求上升及去年低基期效應所致
2026-08,sii,2031,新光鋼,鋼鐵工業,1448409,1765571,1221367,-17.96,18.59,12624950,12149386,3.91,-
2026-08,sii,2032,新鋼,鋼鐵工業,268401,263658,283315,1.80,-5.26,2197602,2065427,6.40,-
2026-08,sii,2033,佳大,鋼鐵工業,51386,53100,46858,-3.23,9.66,448504,472350,-5.05,-
2026-08,sii,2034,允強,鋼鐵工業,1270580,1354182,1002422,-6.17,26.75,8917917,8921172,-0.04,-
2026-08,sii,2038,海光,鋼鐵工業,481052,608290,576350,-20.92,-16.53,5073300,6188617,-18.02,-
2026-08,sii,2049,上銀,電機機械,2708024,2681646,1903026,0.98,42.30,19277366,15669440,23.03,-
2026-08,sii,2059,川湖,電子零組件業,6466169,6407256,1454984,0.92,344.42,29153191,11044490,163.96,新產品開始出貨，導致年對年營收增幅較大。
2026-08,sii,2062,橋椿,居家生活,615987,564590,504081,9.10,22.20,4667319,4072247,14.61,-
2026-08,sii,2069,運錩,鋼鐵工業,886938,796947,746227,11.29,18.86,6682959,6902005,-3.17,-
2026-08,sii,2072,世紀風電,綠能環保,1311094,1571712,709332,-16.58,84.84,11729090,6889994,70.23,本月營收較去年本月增加，主要係因本月承接工程案件依進度認列收入較高所致
