series,imex,area,code,name,yyyymm,value_jpy_k,quantity,retrieved_at
world_monthly_total,E,,,,2026-01,10350879966,,2026-09-02
world_monthly_total,,,,,2026-02,9559614454,,2026-09-02
world_monthly_total,E,,,,2026-03,10981365626,,2026-09-02
world_monthly_total,E,,,,2026-04,10506425454,,2026-09-02
world_monthly_total,,,,,2026-05,9894202774,,2026-09-02
world_monthly_total,E,,,,2026-06,11338792315,,2026-09-02
world_monthly_total,E,,,,2026-07,12147718419,,2026-09-02
world_monthly_total,,,0,,2026-08,0,,2026-09-02
world_monthly_total,,,0,,2026-09,0,,2026-09-02
world_monthly_total,,,0,,2026-10,0,,2026-09-02
world_monthly_total,,,0,,2026-11,0,,2026-09-02
world_monthly_total,,,0,,2026-12,0,,2026-09-02
candidate_commodity_a,I,,14091115,-,1988-01,2187613965,,2026-09-02
candidate_commodity_a,I,,15860521,-,1988-02,2602963105,,2026-09-02
candidate_commodity_a,I,,15941906,-,1988-03,2922510217,,2026-09-02
candidate_commodity_a,I,,15913581,-,1988-04,2825634638,,2026-09-02
candidate_commodity_a,I,,16717012,-,1988-05,2575860023,,2026-09-02
candidate_commodity_a,I,,15225795,-,1988-06,2761695856,,2026-09-02
candidate_commodity_a,I,,18716615,-,1988-07,3039379123,,2026-09-02
candidate_commodity_a,I,,21464621,-,1988-08,2775566970,,2026-09-02
candidate_commodity_a,I,,21362914,-,1988-09,3109455598,,2026-09-02
candidate_commodity_a,I,,20754260,-,1988-10,3094537899,,2026-09-02
candidate_commodity_a,I,,20857014,-,1988-11,2841871801,,2026-09-02
candidate_commodity_a,I,,20631198,-,1988-12,3202093963,,2026-09-02
candidate_commodity_a,I,,14248125,-,1989-01,2436919848,,2026-09-02
candidate_commodity_a,I,,17264400,-,1989-02,2875723988,,2026-09-02
candidate_commodity_a,I,,19401311,-,1989-03,3392125121,,2026-09-02
candidate_commodity_a,I,,16170454,-,1989-04,3067505097,,2026-09-02
candidate_commodity_a,I,,18816347,-,1989-05,2907578772,,2026-09-02
candidate_commodity_a,I,,17890264,-,1989-06,3246795217,,2026-09-02
candidate_commodity_a,I,,17820903,-,1989-07,3319946103,,2026-09-02
candidate_commodity_a,I,,20684139,-,1989-08,3061339138,,2026-09-02
candidate_commodity_a,I,,20588768,-,1989-09,3529216651,,2026-09-02
candidate_commodity_a,I,,23086993,-,1989-10,3286437743,,2026-09-02
candidate_commodity_a,I,,22044946,-,1989-11,3150898465,,2026-09-02
candidate_commodity_a,I,,24329985,-,1989-12,3548048483,,2026-09-02
candidate_commodity_a,I,,14178550,-,1990-01,2698920009,,2026-09-02
candidate_commodity_a,I,,17712872,-,1990-02,3189896457,,2026-09-02
candidate_commodity_a,I,,20357278,-,1990-03,3876411321,,2026-09-02
candidate_commodity_a,I,,20991684,-,1990-04,3444506468,,2026-09-02
candidate_commodity_a,I,,19109129,-,1990-05,3380060080,,2026-09-02
candidate_commodity_a,I,,19155679,-,1990-06,3624006217,,2026-09-02
candidate_commodity_a,I,,19359635,-,1990-07,3625666385,,2026-09-02
candidate_commodity_a,I,,19533158,-,1990-08,3339566914,,2026-09-02
candidate_commodity_a,I,,22275790,-,1990-09,3685930278,,2026-09-02
candidate_commodity_a,I,,21104081,-,1990-10,3572949481,,2026-09-02
candidate_commodity_a,I,,22097668,-,1990-11,3302264729,,2026-09-02
candidate_commodity_a,I,,21328058,-,1990-12,3716761335,,2026-09-02
candidate_commodity_a,I,,16405035,-,1991-01,2951341099,,2026-09-02
candidate_commodity_a,I,,18077595,-,1991-02,3270447564,,2026-09-02
candidate_commodity_a,I,,19842840,-,1991-03,3961490693,,2026-09-02
candidate_commodity_a,I,,17966953,-,1991-04,3315886709,,2026-09-02
candidate_commodity_a,I,,20624562,-,1991-05,3370218632,,2026-09-02
candidate_commodity_a,I,,19689227,-,1991-06,3538799084,,2026-09-02
candidate_commodity_a,I,,19579076,-,1991-07,3692837249,,2026-09-02
candidate_commodity_a,I,,19309239,-,1991-08,3397923866,,2026-09-02
candidate_commodity_a,I,,21839791,-,1991-09,3762273475,,2026-09-02
candidate_commodity_a,I,,23519526,-,1991-10,3748619780,,2026-09-02
candidate_commodity_a,I,,23320483,-,1991-11,3533219736,,2026-09-02
candidate_commodity_a,I,,24848197,-,1991-12,3816835087,,2026-09-02
candidate_commodity_a,I,,16002293,-,1992-01,3021436725,,2026-09-02
candidate_commodity_a,I,,19638795,-,1992-02,3529202937,,2026-09-02
candidate_commodity_a,I,,19308833,-,1992-03,3969328400,,2026-09-02
candidate_commodity_a,I,,20758554,-,1992-04,3627117687,,2026-09-02
candidate_commodity_a,I,,18780719,-,1992-05,3368799562,,2026-09-02
candidate_commodity_a,I,,18480309,-,1992-06,3599633739,,2026-09-02
candidate_commodity_a,I,,19103490,-,1992-07,3706451371,,2026-09-02
candidate_commodity_a,I,,20084704,-,1992-08,3318396801,,2026-09-02
candidate_commodity_a,I,,21886375,-,1992-09,3929782656,,2026-09-02
candidate_commodity_a,I,,21544506,-,1992-10,3760352345,,2026-09-02
candidate_commodity_a,I,,22037117,-,1992-11,3351736387,,2026-09-02
candidate_commodity_a,I,,26397107,-,1992-12,3830042834,,2026-09-02
candidate_commodity_a,I,,14553194,-,1993-01,3012474007,,2026-09-02
candidate_commodity_a,I,,18690138,-,1993-02,3461521719,,2026-09-02
candidate_commodity_a,I,,22380039,-,1993-03,4086569506,,2026-09-02
candidate_commodity_a,I,,18429198,-,1993-04,3528825964,,2026-09-02
candidate_commodity_a,I,,15567414,-,1993-05,2986793554,,2026-09-02
candidate_commodity_a,I,,17775193,-,1993-06,3288531601,,2026-09-02
candidate_commodity_a,I,,17026200,-,1993-07,3487536565,,2026-09-02
candidate_commodity_a,I,,16094838,-,1993-08,2930742070,,2026-09-02
candidate_commodity_a,I,,19673359,-,1993-09,3481724569,,2026-09-02
candidate_commodity_a,I,,20734820,-,1993-10,3319377470,,2026-09-02
candidate_commodity_a,I,,19708197,-,1993-11,3063491754,,2026-09-02
candidate_commodity_a,I,,22353531,-,1993-12,3554859946,,2026-09-02
candidate_commodity_a,I,,17812133,-,1994-01,2906853119,,2026-09-02
candidate_commodity_a,I,,16971092,-,1994-02,3224979018,,2026-09-02
candidate_commodity_a,I,,17353530,-,1994-03,3839527713,,2026-09-02
candidate_commodity_a,I,,16857782,-,1994-04,3438461872,,2026-09-02
candidate_commodity_a,I,,15308603,-,1994-05,2900692807,,2026-09-02
candidate_commodity_a,I,,15476897,-,1994-06,3516450964,,2026-09-02
candidate_commodity_a,I,,14662795,-,1994-07,3431702395,,2026-09-02
candidate_commodity_a,I,,17536457,-,1994-08,3117149441,,2026-09-02
candidate_commodity_a,I,,17937981,-,1994-09,3587752468,,2026-09-02
candidate_commodity_a,I,,18226181,-,1994-10,3427748093,,2026-09-02
candidate_commodity_a,I,,19373479,-,1994-11,3354563966,,2026-09-02
candidate_commodity_a,I,,21159035,-,1994-12,3751670841,,2026-09-02
candidate_commodity_a,I,,13695089,-,1995-01,2718873316,,2026-09-02
candidate_commodity_a,I,,15094878,-,1995-02,3494689171,,2026-09-02
candidate_commodity_a,I,,17545928,-,1995-03,4010591913,,2026-09-02
candidate_commodity_a,I,,15469817,-,1995-04,3467655124,,2026-09-02
candidate_commodity_a,I,,14437520,-,1995-05,2981503555,,2026-09-02
candidate_commodity_a,I,,15067186,-,1995-06,3413587882,,2026-09-02
candidate_commodity_a,I,,14591036,-,1995-07,3257376723,,2026-09-02
candidate_commodity_a,I,,16485670,-,1995-08,3194975552,,2026-09-02
candidate_commodity_a,I,,18261304,-,1995-09,3817619284,,2026-09-02
candidate_commodity_a,I,,20182601,-,1995-10,3560529834,,2026-09-02
candidate_commodity_a,I,,19020461,-,1995-11,3604797728,,2026-09-02
candidate_commodity_a,I,,20352502,-,1995-12,4008695039,,2026-09-02
candidate_commodity_a,I,,14780118,-,1996-01,3027419286,,2026-09-02
candidate_commodity_a,I,,15274598,-,1996-02,3624731544,,2026-09-02
candidate_commodity_a,I,,15666521,-,1996-03,4110540460,,2026-09-02
candidate_commodity_a,I,,17421223,-,1996-04,3644667863,,2026-09-02
candidate_commodity_a,I,,17316291,-,1996-05,3405943420,,2026-09-02
candidate_commodity_a,I,,17961003,-,1996-06,3662995373,,2026-09-02
candidate_commodity_a,I,,16369135,-,1996-07,3826022690,,2026-09-02
candidate_commodity_a,I,,16358603,-,1996-08,3454298031,,2026-09-02
candidate_commodity_a,I,,18364435,-,1996-09,3874539603,,2026-09-02
candidate_commodity_a,I,,23060169,-,1996-10,3962383286,,2026-09-02
candidate_commodity_a,I,,20529554,-,1996-11,3968525041,,2026-09-02
candidate_commodity_a,I,,22450947,-,1996-12,4169244609,,2026-09-02
candidate_commodity_a,I,,17776405,-,1997-01,3541320217,,2026-09-02
candidate_commodity_a,I,,19607332,-,1997-02,3990395939,,2026-09-02
candidate_commodity_a,I,,20494651,-,1997-03,4540249607,,2026-09-02
candidate_commodity_a,I,,21204053,-,1997-04,4426958490,,2026-09-02
candidate_commodity_a,I,,21147359,-,1997-05,4102664493,,2026-09-02
candidate_commodity_a,I,,21564196,-,1997-06,4119575002,,2026-09-02
candidate_commodity_a,I,,22188950,-,1997-07,4281189565,,2026-09-02
candidate_commodity_a,I,,22897427,-,1997-08,3936129775,,2026-09-02
candidate_commodity_a,I,,22975698,-,1997-09,4423516871,,2026-09-02
candidate_commodity_a,I,,27109691,-,1997-10,4645993381,,2026-09-02
candidate_commodity_a,I,,23558171,-,1997-11,4224847644,,2026-09-02
candidate_commodity_a,I,,26898531,-,1997-12,4705150875,,2026-09-02
candidate_commodity_a,I,,17554575,-,1998-01,3859903993,,2026-09-02
candidate_commodity_a,I,,17910409,-,1998-02,4094048440,,2026-09-02
candidate_commodity_a,I,,21278721,-,1998-03,4591211719,,2026-09-02
candidate_commodity_a,I,,18919381,-,1998-04,4346653587,,2026-09-02
candidate_commodity_a,I,,19056144,-,1998-05,4042302154,,2026-09-02
candidate_commodity_a,I,,19175842,-,1998-06,4346411506,,2026-09-02
candidate_commodity_a,I,,23344496,-,1998-07,4561303764,,2026-09-02
candidate_commodity_a,I,,24033193,-,1998-08,4014009880,,2026-09-02
candidate_commodity_a,I,,23126533,-,1998-09,4596562432,,2026-09-02
candidate_commodity_a,I,,29893504,-,1998-10,4381385777,,2026-09-02
candidate_commodity_a,I,,20925706,-,1998-11,3679159642,,2026-09-02
candidate_commodity_a,I,,25409931,-,1998-12,4132051044,,2026-09-02
candidate_commodity_a,I,,18990407,-,1999-01,3450558739,,2026-09-02
candidate_commodity_a,I,,21486987,-,1999-02,3593228534,,2026-09-02
candidate_commodity_a,I,,19321697,-,1999-03,4305720229,,2026-09-02
candidate_commodity_a,I,,18936607,-,1999-04,4023570532,,2026-09-02
candidate_commodity_a,I,,18226099,-,1999-05,3561098110,,2026-09-02
candidate_commodity_a,I,,19576963,-,1999-06,4086833418,,2026-09-02
candidate_commodity_a,I,,18575775,-,1999-07,4219760216,,2026-09-02
candidate_commodity_a,I,,18815391,-,1999-08,3736971556,,2026-09-02
candidate_commodity_a,I,,22027408,-,1999-09,4270431731,,2026-09-02
candidate_commodity_a,I,,20476918,-,1999-10,4132708510,,2026-09-02
candidate_commodity_a,I,,20711178,-,1999-11,3889473734,,2026-09-02
candidate_commodity_a,I,,22109329,-,1999-12,4277200932,,2026-09-02
candidate_commodity_a,I,,17917811,-,2000-01,3512721254,,2026-09-02
candidate_commodity_a,I,,19671520,-,2000-02,4136816214,,2026-09-02
candidate_commodity_a,I,,21167501,-,2000-03,4700061682,,2026-09-02
candidate_commodity_a,I,,17660814,-,2000-04,4377801174,,2026-09-02
candidate_commodity_a,I,,16546610,-,2000-05,3851459857,,2026-09-02
candidate_commodity_a,I,,16879736,-,2000-06,4487227124,,2026-09-02
candidate_commodity_a,I,,17415718,-,2000-07,4313204396,,2026-09-02
candidate_commodity_a,I,,18354070,-,2000-08,4204857926,,2026-09-02
candidate_commodity_a,I,,18433633,-,2000-09,4679180275,,2026-09-02
candidate_commodity_a,I,,19504642,-,2000-10,4476240990,,2026-09-02
candidate_commodity_a,I,,21099479,-,2000-11,4283071028,,2026-09-02
candidate_commodity_a,I,,22116940,-,2000-12,4631555840,,2026-09-02
candidate_commodity_a,I,,16475080,-,2001-01,3623926991,,2026-09-02
candidate_commodity_a,I,,25018389,-,2001-02,4197397479,,2026-09-02
candidate_commodity_a,I,,34564586,-,2001-03,4919317571,,2026-09-02
candidate_commodity_a,I,,40836509,-,2001-04,4329641863,,2026-09-02
candidate_commodity_a,I,,30948455,-,2001-05,3815616144,,2026-09-02
candidate_commodity_a,I,,36391620,-,2001-06,4138701218,,2026-09-02
candidate_commodity_a,I,,39629612,-,2001-07,4037119145,,2026-09-02
candidate_commodity_a,I,,28408382,-,2001-08,3829973960,,2026-09-02
candidate_commodity_a,I,,40151638,-,2001-09,4162910770,,2026-09-02
candidate_commodity_a,I,,22600516,-,2001-10,4073627215,,2026-09-02
candidate_commodity_a,I,,25509712,-,2001-11,3889579298,,2026-09-02
candidate_commodity_a,I,,23466276,-,2001-12,3961432657,,2026-09-02
candidate_commodity_a,I,,21335222,-,2002-01,3559469049,,2026-09-02
candidate_commodity_a,I,,21141070,-,2002-02,4021653229,,2026-09-02
candidate_commodity_a,I,,25544609,-,2002-03,4773067920,,2026-09-02
candidate_commodity_a,I,,22885392,-,2002-04,4400810114,,2026-09-02
candidate_commodity_a,I,,22049759,-,2002-05,4152221300,,2026-09-02
candidate_commodity_a,I,,20371019,-,2002-06,4430440263,,2026-09-02
candidate_commodity_a,I,,19912326,-,2002-07,4396515316,,2026-09-02
candidate_commodity_a,I,,19616863,-,2002-08,4068125399,,2026-09-02
candidate_commodity_a,I,,19604246,-,2002-09,4449754036,,2026-09-02
candidate_commodity_a,I,,22881697,-,2002-10,4649559510,,2026-09-02
candidate_commodity_a,I,,27496630,-,2002-11,4639711272,,2026-09-02
candidate_commodity_a,I,,26277963,-,2002-12,4567628327,,2026-09-02
candidate_commodity_a,I,,19374053,-,2003-01,3841450944,,2026-09-02
candidate_commodity_a,I,,19659220,-,2003-02,4324756091,,2026-09-02
candidate_commodity_a,I,,21813120,-,2003-03,4806134773,,2026-09-02
candidate_commodity_a,I,,21104715,-,2003-04,4608993190,,2026-09-02
candidate_commodity_a,I,,20916893,-,2003-05,4301341249,,2026-09-02
candidate_commodity_a,I,,19836347,-,2003-06,4428450197,,2026-09-02
candidate_commodity_a,I,,20245610,-,2003-07,4643177851,,2026-09-02
candidate_commodity_a,I,,21806767,-,2003-08,4329863776,,2026-09-02
candidate_commodity_a,I,,20773412,-,2003-09,4858550901,,2026-09-02
candidate_commodity_a,I,,26197830,-,2003-10,4900483442,,2026-09-02
candidate_commodity_a,I,,27026112,-,2003-11,4547423083,,2026-09-02
candidate_commodity_a,I,,27870597,-,2003-12,4957724675,,2026-09-02
candidate_commodity_a,I,,18936807,-,2004-01,4274217072,,2026-09-02
candidate_commodity_a,I,,21736813,-,2004-02,4767653991,,2026-09-02
candidate_commodity_a,I,,23761047,-,2004-03,5442413651,,2026-09-02
candidate_commodity_a,I,,24855769,-,2004-04,5106308596,,2026-09-02
candidate_commodity_a,I,,22158101,-,2004-05,4729667988,,2026-09-02
candidate_commodity_a,I,,24134694,-,2004-06,5289194812,,2026-09-02
candidate_commodity_a,I,,21076658,-,2004-07,5307465560,,2026-09-02
candidate_commodity_a,I,,19549061,-,2004-08,4785482153,,2026-09-02
candidate_commodity_a,I,,23352425,-,2004-09,5445803712,,2026-09-02
candidate_commodity_a,I,,28239173,-,2004-10,5472011536,,2026-09-02
candidate_commodity_a,I,,27685655,-,2004-11,5155195150,,2026-09-02
candidate_commodity_a,I,,27547373,-,2004-12,5394564873,,2026-09-02
candidate_commodity_a,I,,24374393,-,2005-01,4411409724,,2026-09-02
candidate_commodity_a,I,,20364046,-,2005-02,4846300703,,2026-09-02
candidate_commodity_a,I,,24200510,-,2005-03,5776009924,,2026-09-02
candidate_commodity_a,I,,25301926,-,2005-04,5504325510,,2026-09-02
candidate_commodity_a,I,,21716113,-,2005-05,4795218354,,2026-09-02
candidate_commodity_a,I,,23679371,-,2005-06,5478184130,,2026-09-02
candidate_commodity_a,I,,23828430,-,2005-07,5536780403,,2026-09-02
candidate_commodity_a,I,,24356261,-,2005-08,5219992808,,2026-09-02
candidate_commodity_a,I,,27276738,-,2005-09,5927109293,,2026-09-02
candidate_commodity_a,I,,34007148,-,2005-10,5910577029,,2026-09-02
candidate_commodity_a,I,,31726283,-,2005-11,5913569829,,2026-09-02
candidate_commodity_a,I,,38014469,-,2005-12,6337066450,,2026-09-02
candidate_commodity_a,I,,23276637,-,2006-01,5003670510,,2026-09-02
candidate_commodity_a,I,,26170957,-,2006-02,5849493549,,2026-09-02
candidate_commodity_a,I,,28202658,-,2006-03,6814169239,,2026-09-02
candidate_commodity_a,I,,29019359,-,2006-04,6128869787,,2026-09-02
candidate_commodity_a,I,,27313383,-,2006-05,5703411640,,2026-09-02
candidate_commodity_a,I,,27986106,-,2006-06,6270737656,,2026-09-02
candidate_commodity_a,I,,26169367,-,2006-07,6320652373,,2026-09-02
candidate_commodity_a,I,,27455189,-,2006-08,6140483896,,2026-09-02
candidate_commodity_a,I,,31828172,-,2006-09,6828440999,,2026-09-02
candidate_commodity_a,I,,36674130,-,2006-10,6597470698,,2026-09-02
candidate_commodity_a,I,,33903219,-,2006-11,6629634482,,2026-09-02
candidate_commodity_a,I,,40010152,-,2006-12,6959138563,,2026-09-02
candidate_commodity_a,I,,34629948,-,2007-01,5952671779,,2026-09-02
candidate_commodity_a,I,,28884612,-,2007-02,6416106967,,2026-09-02
candidate_commodity_a,I,,33112125,-,2007-03,7512966598,,2026-09-02
candidate_commodity_a,I,,30347427,-,2007-04,6633504327,,2026-09-02
candidate_commodity_a,I,,33235032,-,2007-05,6567848343,,2026-09-02
candidate_commodity_a,I,,35390695,-,2007-06,7286038674,,2026-09-02
candidate_commodity_a,I,,31807578,-,2007-07,7063106295,,2026-09-02
candidate_commodity_a,I,,35785845,-,2007-08,7034674469,,2026-09-02
candidate_commodity_a,I,,33067934,-,2007-09,7255475808,,2026-09-02
candidate_commodity_a,I,,38630237,-,2007-10,7506492548,,2026-09-02
candidate_commodity_a,I,,38988784,-,2007-11,7268584026,,2026-09-02
candidate_commodity_a,I,,43221950,-,2007-12,7433967778,,2026-09-02
candidate_commodity_a,I,,34016259,-,2008-01,6408322709,,2026-09-02
candidate_commodity_a,I,,30933978,-,2008-02,6973674679,,2026-09-02
candidate_commodity_a,I,,30772583,-,2008-03,7681691634,,2026-09-02
candidate_commodity_a,I,,31238366,-,2008-04,6889454205,,2026-09-02
candidate_commodity_a,I,,32382558,-,2008-05,6806770184,,2026-09-02
candidate_commodity_a,I,,32683101,-,2008-06,7152136890,,2026-09-02
candidate_commodity_a,I,,38767841,-,2008-07,7624498933,,2026-09-02
candidate_commodity_a,I,,35629441,-,2008-08,7051439164,,2026-09-02
candidate_commodity_a,I,,34308534,-,2008-09,7361301985,,2026-09-02
candidate_commodity_a,I,,36798879,-,2008-10,6914810591,,2026-09-02
candidate_commodity_a,I,,31476566,-,2008-11,5323503329,,2026-09-02
candidate_commodity_a,I,,34315179,-,2008-12,4830483304,,2026-09-02
candidate_commodity_a,I,,22532066,-,2009-01,3477825156,,2026-09-02
candidate_commodity_a,I,,24507947,-,2009-02,3529575459,,2026-09-02
candidate_commodity_a,I,,28347578,-,2009-03,4183794290,,2026-09-02
candidate_commodity_a,I,,30364326,-,2009-04,4194707904,,2026-09-02
candidate_commodity_a,I,,28188180,-,2009-05,4019951604,,2026-09-02
candidate_commodity_a,I,,29970930,-,2009-06,4594409653,,2026-09-02
candidate_commodity_a,I,,32430215,-,2009-07,4843000548,,2026-09-02
candidate_commodity_a,I,,27153572,-,2009-08,4509804115,,2026-09-02
candidate_commodity_a,I,,29250023,-,2009-09,5109385524,,2026-09-02
candidate_commodity_a,I,,36983286,-,2009-10,5308318725,,2026-09-02
candidate_commodity_a,I,,34053886,-,2009-11,4988162904,,2026-09-02
candidate_commodity_a,I,,41766334,-,2009-12,5411678206,,2026-09-02
candidate_commodity_a,I,,34500967,-,2010-01,4900888348,,2026-09-02
candidate_commodity_a,I,,28609884,-,2010-02,5127147354,,2026-09-02
candidate_commodity_a,I,,34543214,-,2010-03,6000424097,,2026-09-02
candidate_commodity_a,I,,36654113,-,2010-04,5889744011,,2026-09-02
candidate_commodity_a,I,,30630621,-,2010-05,5308604342,,2026-09-02
candidate_commodity_a,I,,30232220,-,2010-06,5867219926,,2026-09-02
candidate_commodity_a,I,,31287369,-,2010-07,5981905101,,2026-09-02
candidate_commodity_a,I,,29025659,-,2010-08,5559770432,,2026-09-02
candidate_commodity_a,I,,30911446,-,2010-09,5839634979,,2026-09-02
candidate_commodity_a,I,,38886706,-,2010-10,5722496396,,2026-09-02
candidate_commodity_a,I,,35330806,-,2010-11,5439804284,,2026-09-02
candidate_commodity_a,I,,45502421,-,2010-12,6112000870,,2026-09-02
candidate_commodity_a,I,,29809865,-,2011-01,4970132453,,2026-09-02
candidate_commodity_a,I,,32583453,-,2011-02,5589021184,,2026-09-02
candidate_commodity_a,I,,36086333,-,2011-03,5858517149,,2026-09-02
candidate_commodity_a,I,,28269375,-,2011-04,5156647982,,2026-09-02
candidate_commodity_a,I,,23815597,-,2011-05,4759297307,,2026-09-02
candidate_commodity_a,I,,29437751,-,2011-06,5774613169,,2026-09-02
candidate_commodity_a,I,,27415467,-,2011-07,5781762864,,2026-09-02
candidate_commodity_a,I,,26218077,-,2011-08,5355680930,,2026-09-02
candidate_commodity_a,I,,27025089,-,2011-09,5973818770,,2026-09-02
candidate_commodity_a,I,,27550621,-,2011-10,5506927685,,2026-09-02
candidate_commodity_a,I,,31991372,-,2011-11,5196173431,,2026-09-02
candidate_commodity_a,I,,38852859,-,2011-12,5623882024,,2026-09-02
candidate_commodity_a,I,,21850058,-,2012-01,4513664053,,2026-09-02
candidate_commodity_a,I,,27737555,-,2012-02,5442624486,,2026-09-02
candidate_commodity_a,I,,31496554,-,2012-03,6203393875,,2026-09-02
candidate_commodity_a,I,,31047247,-,2012-04,5564898273,,2026-09-02
candidate_commodity_a,I,,27200456,-,2012-05,5236857826,,2026-09-02
candidate_commodity_a,I,,29837192,-,2012-06,5641846688,,2026-09-02
candidate_commodity_a,I,,27496808,-,2012-07,5312210774,,2026-09-02
candidate_commodity_a,I,,28384562,-,2012-08,5345609778,,2026-09-02
candidate_commodity_a,I,,29817102,-,2012-09,5357933278,,2026-09-02
candidate_commodity_a,I,,30573324,-,2012-10,5148010964,,2026-09-02
candidate_commodity_a,I,,32452732,-,2012-11,4983179710,,2026-09-02
candidate_commodity_a,I,,37507855,-,2012-12,5298546922,,2026-09-02
candidate_commodity_a,I,,27808840,-,2013-01,4798572969,,2026-09-02
candidate_commodity_a,I,,28375203,-,2013-02,5283269206,,2026-09-02
candidate_commodity_a,I,,35835882,-,2013-03,6270249121,,2026-09-02
candidate_commodity_a,I,,35290618,-,2013-04,5775769697,,2026-09-02
candidate_commodity_a,I,,36621995,-,2013-05,5765204286,,2026-09-02
candidate_commodity_a,I,,34808849,-,2013-06,6058610664,,2026-09-02
candidate_commodity_a,I,,35331892,-,2013-07,5958497443,,2026-09-02
candidate_commodity_a,I,,38405016,-,2013-08,5782109839,,2026-09-02
candidate_commodity_a,I,,35950870,-,2013-09,5970950368,,2026-09-02
candidate_commodity_a,I,,39490965,-,2013-10,6102969356,,2026-09-02
candidate_commodity_a,I,,40289004,-,2013-11,5898811957,,2026-09-02
candidate_commodity_a,I,,47563578,-,2013-12,6109178044,,2026-09-02
candidate_commodity_a,I,,30833608,-,2014-01,5251917032,,2026-09-02
candidate_commodity_a,I,,34212209,-,2014-02,5799170057,,2026-09-02
candidate_commodity_a,I,,38878086,-,2014-03,6383275508,,2026-09-02
candidate_commodity_a,I,,39592747,-,2014-04,6067182159,,2026-09-02
candidate_commodity_a,I,,37161911,-,2014-05,5606008757,,2026-09-02
candidate_commodity_a,I,,37333043,-,2014-06,5940015772,,2026-09-02
candidate_commodity_a,I,,38890981,-,2014-07,6191917647,,2026-09-02
candidate_commodity_a,I,,41563333,-,2014-08,5704817472,,2026-09-02
candidate_commodity_a,I,,37762359,-,2014-09,6382087103,,2026-09-02
candidate_commodity_a,I,,47454656,-,2014-10,6687313504,,2026-09-02
candidate_commodity_a,I,,45210120,-,2014-11,6187518807,,2026-09-02
candidate_commodity_a,I,,52632905,-,2014-12,6891804493,,2026-09-02
candidate_commodity_a,I,,46951824,-,2015-01,6140891682,,2026-09-02
candidate_commodity_a,I,,40326160,-,2015-02,5940749046,,2026-09-02
candidate_commodity_a,I,,49677640,-,2015-03,6926741388,,2026-09-02
candidate_commodity_a,I,,51523841,-,2015-04,6548769906,,2026-09-02
candidate_commodity_a,I,,45383711,-,2015-05,5737870695,,2026-09-02
candidate_commodity_a,I,,45857803,-,2015-06,6504696538,,2026-09-02
candidate_commodity_a,I,,49046363,-,2015-07,6662871116,,2026-09-02
candidate_commodity_a,I,,49063073,-,2015-08,5880185443,,2026-09-02
candidate_commodity_a,I,,48106122,-,2015-09,6413303277,,2026-09-02
candidate_commodity_a,I,,56195108,-,2015-10,6541289708,,2026-09-02
candidate_commodity_a,I,,51545597,-,2015-11,5978713942,,2026-09-02
candidate_commodity_a,I,,64935934,-,2015-12,6337846121,,2026-09-02
candidate_commodity_a,I,,44368060,-,2016-01,5350536491,,2026-09-02
candidate_commodity_a,I,,41445341,-,2016-02,5702255866,,2026-09-02
candidate_commodity_a,I,,51282139,-,2016-03,6456793157,,2026-09-02
candidate_commodity_a,I,,52673718,-,2016-04,5889551488,,2026-09-02
candidate_commodity_a,I,,44984983,-,2016-05,5091944315,,2026-09-02
candidate_commodity_a,I,,52122559,-,2016-06,6025343551,,2026-09-02
candidate_commodity_a,I,,47360270,-,2016-07,5728432781,,2026-09-02
candidate_commodity_a,I,,45729096,-,2016-08,5634318644,,2026-09-02
candidate_commodity_a,I,,51752441,-,2016-09,5968949205,,2026-09-02
candidate_commodity_a,I,,54026757,-,2016-10,5870245657,,2026-09-02
candidate_commodity_a,I,,53285142,-,2016-11,5956403435,,2026-09-02
candidate_commodity_a,I,,68230390,-,2016-12,6678921225,,2026-09-02
candidate_commodity_a,I,,37393197,-,2017-01,5420942231,,2026-09-02
candidate_commodity_a,I,,50295174,-,2017-02,6347122559,,2026-09-02
candidate_commodity_a,I,,58402130,-,2017-03,7227998277,,2026-09-02
candidate_commodity_a,I,,51287426,-,2017-04,6330189902,,2026-09-02
candidate_commodity_a,I,,46888884,-,2017-05,5851616236,,2026-09-02
candidate_commodity_a,I,,51051308,-,2017-06,6607970983,,2026-09-02
candidate_commodity_a,I,,49146101,-,2017-07,6494640256,,2026-09-02
candidate_commodity_a,I,,49371273,-,2017-08,6278485972,,2026-09-02
candidate_commodity_a,I,,53322683,-,2017-09,6810697106,,2026-09-02
candidate_commodity_a,I,,59275973,-,2017-10,6692904349,,2026-09-02
candidate_commodity_a,I,,61387561,-,2017-11,6920011796,,2026-09-02
candidate_commodity_a,I,,76696123,-,2017-12,7303877381,,2026-09-02
candidate_commodity_a,I,,51755495,-,2018-01,6085961928,,2026-09-02
candidate_commodity_a,I,,47161773,-,2018-02,6462796270,,2026-09-02
candidate_commodity_a,I,,63279790,-,2018-03,7382097114,,2026-09-02
candidate_commodity_a,I,,64515128,-,2018-04,6822277991,,2026-09-02
candidate_commodity_a,I,,58945613,-,2018-05,6326873106,,2026-09-02
candidate_commodity_a,I,,62113293,-,2018-06,7053834838,,2026-09-02
candidate_commodity_a,I,,59795128,-,2018-07,6747929534,,2026-09-02
