yyyymm,imex,hs_code,stage,value_jpy_k,quantity1,unit1,quantity2,unit2,source_file,retrieved_at
2026-02,E,854160900,DETAILED,5310897,0,,943725327,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854160900,DETAILED,6544239,0,,949910356,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854160900,DETAILED,7059250,0,,1054237609,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854160900,DETAILED,5810846,0,,844483479,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854160900,DETAILED,6462370,0,,876411389,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854160900,DETAILED,7691438,0,,1122742420,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854190000,DETAILED,9384866,0,,190988,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854190000,DETAILED,9831759,0,,201123,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854190000,DETAILED,10609157,0,,227070,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854190000,DETAILED,11875260,0,,236060,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854190000,DETAILED,10796352,0,,187800,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854190000,DETAILED,11620473,0,,239569,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854190000,DETAILED,12606903,0,,217979,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854231100,DETAILED,8498578,0,,601838423,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854231100,DETAILED,8271434,0,,589793778,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854231100,DETAILED,9048359,0,,1089278696,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854231100,DETAILED,10717080,0,,661126229,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854231100,DETAILED,8981958,0,,603539551,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854231100,DETAILED,10670769,0,,875327504,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854231100,DETAILED,11806293,0,,759471548,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854231910,DETAILED,267551,0,,835469,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854231910,DETAILED,326029,0,,927300,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854231910,DETAILED,444708,0,,658106,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854231910,DETAILED,421830,0,,758410,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854231910,DETAILED,353026,0,,719876,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854231910,DETAILED,354935,0,,598916,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854231910,DETAILED,431366,0,,724043,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854231991,DETAILED,1981767,0,,4187074,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854231991,DETAILED,2045494,0,,4260142,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854231991,DETAILED,1831150,0,,3792111,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854231991,DETAILED,2112317,0,,6896998,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854231991,DETAILED,1727648,0,,4311486,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854231991,DETAILED,2410646,0,,4556284,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854231991,DETAILED,2742958,0,,5340036,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854231992,DETAILED,14012612,0,,53969172,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854231992,DETAILED,12900758,0,,50947347,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854231992,DETAILED,14133180,0,,53949448,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854231992,DETAILED,15862687,0,,62849893,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854231992,DETAILED,12535047,0,,48991134,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854231992,DETAILED,13734901,0,,56144995,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854231992,DETAILED,15964944,0,,59835165,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854231993,DETAILED,143143,0,,483542,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854231993,DETAILED,99579,0,,323980,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854231993,DETAILED,155488,0,,396511,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854231993,DETAILED,189451,0,,507520,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854231993,DETAILED,80805,0,,259840,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854231993,DETAILED,104628,0,,333900,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854231993,DETAILED,176312,0,,593544,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854231999,DETAILED,7397612,0,,49819045,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854231999,DETAILED,6105412,0,,46394279,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854231999,DETAILED,7671904,0,,59413658,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854231999,DETAILED,7445885,0,,61487042,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854231999,DETAILED,7057799,0,,52558799,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854231999,DETAILED,6528840,0,,58824966,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854231999,DETAILED,7687806,0,,60334131,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854232100,DETAILED,177516530,0,,554858256,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854232100,DETAILED,177996945,0,,460949020,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854232100,DETAILED,188629238,0,,495150161,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854232100,DETAILED,197534496,0,,525731109,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854232100,DETAILED,186084667,0,,516112865,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854232100,DETAILED,187657003,0,,486991531,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854232100,DETAILED,210640822,0,,525505238,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854232911,DETAILED,346830,0,,72384,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854232911,DETAILED,108879,0,,23464,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854232911,DETAILED,168616,0,,32620,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854232911,DETAILED,589816,0,,64462,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854232911,DETAILED,1203118,0,,123844,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854232911,DETAILED,468827,0,,153566,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854232911,DETAILED,1340292,0,,320191,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854232919,DETAILED,651054,0,,13309518,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854232919,DETAILED,625076,0,,15795428,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854232919,DETAILED,464756,0,,13236832,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854232919,DETAILED,1259011,0,,21327025,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854232919,DETAILED,870597,0,,17141259,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854232919,DETAILED,871596,0,,19525037,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854232919,DETAILED,973931,0,,20968727,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854232921,DETAILED,38011449,0,,12810518,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854232921,DETAILED,68225552,0,,23114145,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854232921,DETAILED,64811650,0,,21071357,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854232921,DETAILED,110089178,0,,22270426,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854232921,DETAILED,124684518,0,,24506352,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854232921,DETAILED,136125929,0,,24704964,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854232921,DETAILED,185383600,0,,24291760,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854232929,DETAILED,60308,0,,2929271,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854232929,DETAILED,76192,0,,3778539,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854232929,DETAILED,75324,0,,3984636,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854232929,DETAILED,78916,0,,4191841,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854232929,DETAILED,82087,0,,3385973,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854232929,DETAILED,78166,0,,3352878,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854232929,DETAILED,108306,0,,2884344,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854232990,DETAILED,2254441,0,,1034590,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854232990,DETAILED,2050306,0,,1350585,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854232990,DETAILED,4700664,0,,3518481,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854232990,DETAILED,4573480,0,,4421654,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854232990,DETAILED,2881097,0,,916913,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854232990,DETAILED,4122319,0,,1167497,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854232990,DETAILED,4128035,0,,947868,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854233100,DETAILED,815918,0,,166242912,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854233100,DETAILED,822521,0,,163590542,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854233100,DETAILED,911971,0,,180434555,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854233100,DETAILED,1139654,0,,240148088,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854233100,DETAILED,866964,0,,179906962,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854233100,DETAILED,1079590,0,,179458882,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854233100,DETAILED,989716,0,,186761228,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854233910,DETAILED,788932,0,,3635262,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854233910,DETAILED,559179,0,,1750947,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854233910,DETAILED,584346,0,,3063147,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854233910,DETAILED,611110,0,,2957125,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854233910,DETAILED,257649,0,,935752,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854233910,DETAILED,465792,0,,1424837,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854233910,DETAILED,637954,0,,3259151,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854233990,DETAILED,1130335,0,,35538829,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854233990,DETAILED,1098764,0,,31062794,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854233990,DETAILED,1299443,0,,32238114,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854233990,DETAILED,907348,0,,44071265,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854233990,DETAILED,812810,0,,39865791,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854233990,DETAILED,842193,0,,39717510,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854233990,DETAILED,844361,0,,34934883,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854239100,DETAILED,168765431,0,,4362120766,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854239100,DETAILED,139269211,0,,4118893665,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854239100,DETAILED,168402680,0,,4687045931,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854239100,DETAILED,182180009,0,,3849653515,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854239100,DETAILED,142004044,0,,3969471187,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854239100,DETAILED,135244102,0,,3879817204,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854239100,DETAILED,168368729,0,,3976326335,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854239910,DETAILED,4189135,0,,38110168,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854239910,DETAILED,4152432,0,,35252184,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854239910,DETAILED,4641985,0,,38707898,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854239910,DETAILED,5447896,0,,45775551,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854239910,DETAILED,4212606,0,,38500797,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854239910,DETAILED,4322073,0,,38139936,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854239910,DETAILED,4291392,0,,37507106,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854239990,DETAILED,36972116,0,,1031285763,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854239990,DETAILED,35591413,0,,818416035,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854239990,DETAILED,41765950,0,,1074770779,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854239990,DETAILED,43519358,0,,1066410646,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854239990,DETAILED,36848981,0,,942868077,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854239990,DETAILED,38434816,0,,992369626,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854239990,DETAILED,42851160,0,,1050757890,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854290000,DETAILED,34490560,0,,388588,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854290000,DETAILED,32881732,0,,374539,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854290000,DETAILED,49806645,0,,490647,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854290000,DETAILED,48646705,0,,447262,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854290000,DETAILED,52498746,0,,426116,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854290000,DETAILED,50240213,0,,429698,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854290000,DETAILED,56408543,0,,484801,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854470100,DETAILED,4291309,0,,529172,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854470100,DETAILED,3821830,0,,333604,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854470100,DETAILED,4682762,0,,400998,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854470100,DETAILED,4234651,0,,645275,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854470100,DETAILED,3339262,0,,206669,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854470100,DETAILED,8006645,0,,1153879,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854470100,DETAILED,3566574,0,,524981,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854470910,DETAILED,108836,0,,2646,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854470910,DETAILED,134094,0,,6015,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854470910,DETAILED,166279,0,,3334,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854470910,DETAILED,164121,0,,3741,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854470910,DETAILED,126248,0,,3641,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854470910,DETAILED,134712,0,,4243,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854470910,DETAILED,137371,0,,8326,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,854470990,DETAILED,604800,0,,71665,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,854470990,DETAILED,665461,0,,78710,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,854470990,DETAILED,670938,0,,79011,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,854470990,DETAILED,731242,0,,71843,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,854470990,DETAILED,1585412,0,,78543,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,854470990,DETAILED,990907,0,,84415,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,854470990,DETAILED,1956796,0,,106561,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,900110100,DETAILED,2434568,0,,128443,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,900110100,DETAILED,3363136,0,,160911,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,900110100,DETAILED,3864911,0,,178073,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,900110100,DETAILED,4019410,0,,197579,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,900110100,DETAILED,3086142,0,,108623,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,900110100,DETAILED,3873753,0,,163747,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,900110100,DETAILED,3792047,0,,119219,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,900110900,DETAILED,805267,0,,27815,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,900110900,DETAILED,638771,0,,14392,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,900110900,DETAILED,765663,0,,19673,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,900110900,DETAILED,817534,0,,40153,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,900110900,DETAILED,918761,0,,37507,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,900110900,DETAILED,1094055,0,,42001,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,900110900,DETAILED,898691,0,,39662,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,900120000,DETAILED,18619322,0,,999469,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,900120000,DETAILED,19035122,0,,861185,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,900120000,DETAILED,19655871,0,,924879,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,900120000,DETAILED,21393591,0,,995536,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,900120000,DETAILED,20698066,0,,903202,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,900120000,DETAILED,22557934,0,,944832,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,900120000,DETAILED,23355682,0,,947481,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,900130000,DETAILED,398660,0,,3662827,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,900130000,DETAILED,615395,0,,8841445,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,900130000,DETAILED,650528,0,,4721057,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,900130000,DETAILED,576634,0,,7652500,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,900130000,DETAILED,485956,0,,5040546,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,900130000,DETAILED,471629,0,,7537885,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,900130000,DETAILED,659881,0,,10161610,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,900140000,DETAILED,16016,0,,8901,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,900140000,DETAILED,2110,0,,606,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,900140000,DETAILED,3298,0,,1910,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,900140000,DETAILED,6625,0,,4258,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,900140000,DETAILED,2457,0,,1556,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,900140000,DETAILED,1386,0,,400,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,900140000,DETAILED,811,0,,281,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,900150000,DETAILED,1020218,0,,993263,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,900150000,DETAILED,898402,0,,1275345,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,900150000,DETAILED,1108222,0,,1601435,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,900150000,DETAILED,993490,0,,1470425,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,900150000,DETAILED,888078,0,,1069271,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,900150000,DETAILED,947644,0,,1159169,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,900150000,DETAILED,981739,0,,1059538,NO,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,900190000,DETAILED,10033431,0,,161296,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,900190000,DETAILED,9069650,0,,176989,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,900190000,DETAILED,11539269,0,,264578,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,900190000,DETAILED,11640148,0,,253802,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,900190000,DETAILED,10199369,0,,213912,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,900190000,DETAILED,12452519,0,,267620,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,900190000,DETAILED,11540815,0,,279536,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,901310000,DETAILED,566520,8736,NO,7335,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,901310000,DETAILED,771776,14249,NO,13978,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,901310000,DETAILED,1013800,16571,NO,13653,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,901310000,DETAILED,880104,15257,NO,12322,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,901310000,DETAILED,967915,15724,NO,13629,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,901310000,DETAILED,920773,16324,NO,14726,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,901310000,DETAILED,1109664,16445,NO,17742,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,901320000,DETAILED,3010427,497,NO,27695,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,901320000,DETAILED,2619463,391,NO,26202,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,901320000,DETAILED,4932095,737,NO,61809,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,901320000,DETAILED,3322587,504,NO,39805,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,901320000,DETAILED,3048857,508,NO,36700,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,901320000,DETAILED,3517572,487,NO,39632,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,901320000,DETAILED,4634768,1113,NO,53926,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,901380000,DETAILED,957675,23301,NO,20545,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,901380000,DETAILED,901830,36525,NO,8312,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,901380000,DETAILED,823653,26262,NO,6179,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,901380000,DETAILED,665351,30873,NO,5568,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,901380000,DETAILED,938018,25616,NO,5696,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,901380000,DETAILED,892970,12117,NO,5306,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,901380000,DETAILED,899709,25010,NO,6468,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,E,901390000,DETAILED,3498955,0,,37524,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-02,E,901390000,DETAILED,3413885,0,,37943,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-03,E,901390000,DETAILED,3797483,0,,37954,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-04,E,901390000,DETAILED,4226827,0,,41914,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-05,E,901390000,DETAILED,2930642,0,,30517,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-06,E,901390000,DETAILED,3810786,0,,37517,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-07,E,901390000,DETAILED,4345814,0,,46404,KG,estat_E_2026-07_000040494506.csv,2026-09-02
2026-01,I,280461100,DETAILED,2528552,0,,117253,KG,estat_I_2026-07_000040494507.csv,2026-09-02
2026-02,I,280461100,DETAILED,2582322,0,,155345,KG,estat_I_2026-07_000040494507.csv,2026-09-02
2026-03,I,280461100,DETAILED,2679645,0,,91508,KG,estat_I_2026-07_000040494507.csv,2026-09-02
2026-04,I,280461100,DETAILED,2718708,0,,100064,KG,estat_I_2026-07_000040494507.csv,2026-09-02
2026-05,I,280461100,DETAILED,2457937,0,,98740,KG,estat_I_2026-07_000040494507.csv,2026-09-02
2026-06,I,280461100,DETAILED,2254849,0,,86836,KG,estat_I_2026-07_000040494507.csv,2026-09-02
2026-07,I,280461100,PROV9,3355620,0,,113008,KG,estat_I_2026-07_000040494507.csv,2026-09-02
