yyyymm,period_type,stage,lang,section,imex,area,name,level,value_jpy_m,value_year_ago_jpy_m,yoy_pct,quantity,unit,qty_yoy_pct,share_pct,contribution_pt,extra_json,retrieved_at
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,ORGANIC CHEMICALS,2,63952,,40.20,,,,2.30,0.80,"{""kagaku"": ""63,952"", ""kagakunobiritsu"": ""40.2"", ""koseihi"": ""2.3"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""ORGANIC CHEMICALS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.8""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,MEDICAL PRODUCTS,2,16045,,16.10,4399628,KG,6.80,0.60,0.10,"{""kagaku"": ""16,045"", ""kagakunobiritsu"": ""16.1"", ""koseihi"": ""0.6"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""MEDICAL PRODUCTS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""4,399,628"", ""suryonobiritsu"": ""6.8"", ""tani"": ""KG"", ""zogenkiyodo"": ""0.1""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,5 MANUFACTURED GOODS,1,333244,,28.80,,,,12,3.40,"{""kagaku"": ""333,244"", ""kagakunobiritsu"": ""28.8"", ""koseihi"": ""12.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""5 MANUFACTURED GOODS"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""3.4""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,IRON AND STEEL PRODUCTS,2,24921,,-2.30,95675,MT,-36.30,0.90,0,"{""kagaku"": ""24,921"", ""kagakunobiritsu"": ""-2.3"", ""koseihi"": ""0.9"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""IRON AND STEEL PRODUCTS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""95,675"", ""suryonobiritsu"": ""-36.3"", ""tani"": ""MT"", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,NONFERROUS METALS,2,57722,,99.10,57575,MT,49.70,2.10,1.30,"{""kagaku"": ""57,722"", ""kagakunobiritsu"": ""99.1"", ""koseihi"": ""2.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""NONFERROUS METALS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""57,575"", ""suryonobiritsu"": ""49.7"", ""tani"": ""MT"", ""zogenkiyodo"": ""1.3""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,MANUFACTURES OF METALS,2,98294,,23.40,,,,3.50,0.80,"{""kagaku"": ""98,294"", ""kagakunobiritsu"": ""23.4"", ""koseihi"": ""3.5"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""MANUFACTURES OF METALS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.8""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,"TEXTILE YARN, FABRICS",2,65883,,20.30,,,,2.40,0.50,"{""kagaku"": ""65,883"", ""kagakunobiritsu"": ""20.3"", ""koseihi"": ""2.4"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""TEXTILE YARN, FABRICS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,NON-METALLIC MINERAL WARE,2,29324,,19.20,,,,1.10,0.20,"{""kagaku"": ""29,324"", ""kagakunobiritsu"": ""19.2"", ""koseihi"": ""1.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""NON-METALLIC MINERAL WARE"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,WOOD & CORK MANUFACTURED,2,15047,,13.10,,,,0.50,0.10,"{""kagaku"": ""15,047"", ""kagakunobiritsu"": ""13.1"", ""koseihi"": ""0.5"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""WOOD & CORK MANUFACTURED"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.1""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,6 MACHINERY,1,529335,,19.20,,,,19,3.90,"{""kagaku"": ""529,335"", ""kagakunobiritsu"": ""19.2"", ""koseihi"": ""19.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""6 MACHINERY"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""3.9""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,POWER GENERATING MACHINE,2,21553,,13.30,14495,MT,13.80,0.80,0.10,"{""kagaku"": ""21,553"", ""kagakunobiritsu"": ""13.3"", ""koseihi"": ""0.8"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""POWER GENERATING MACHINE"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""14,495"", ""suryonobiritsu"": ""13.8"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.1""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,COMPUTERS AND UNITS,2,247323,,12.70,5385,TNO,-26.20,8.90,1.30,"{""kagaku"": ""247,323"", ""kagakunobiritsu"": ""12.7"", ""koseihi"": ""8.9"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""COMPUTERS AND UNITS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""5,385"", ""suryonobiritsu"": ""-26.2"", ""tani"": ""TNO"", ""zogenkiyodo"": ""1.3""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,PARTS OF COMPUTER,2,30857,,8,3968,MT,-19.40,1.10,0.10,"{""kagaku"": ""30,857"", ""kagakunobiritsu"": ""8.0"", ""koseihi"": ""1.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""PARTS OF COMPUTER"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""3,968"", ""suryonobiritsu"": ""-19.4"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.1""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,7 ELECTRICAL MACHINERY,1,846566,,41.40,,,,30.40,11.20,"{""kagaku"": ""846,566"", ""kagakunobiritsu"": ""41.4"", ""koseihi"": ""30.4"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""7 ELECTRICAL MACHINERY"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""11.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,SEMICONDUCTORS ETC,2,67274,,69.80,,,,2.40,1.30,"{""kagaku"": ""67,274"", ""kagakunobiritsu"": ""69.8"", ""koseihi"": ""2.4"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""SEMICONDUCTORS ETC"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""1.3""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,(IC),2,49410,,113.30,207,MNO,7.60,1.80,1.20,"{""kagaku"": ""49,410"", ""kagakunobiritsu"": ""113.3"", ""koseihi"": ""1.8"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""(IC)"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""207"", ""suryonobiritsu"": ""7.6"", ""tani"": ""MNO"", ""zogenkiyodo"": ""1.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,INSULATED WIRE AND CABLE,2,37534,,43,9669,MT,19.80,1.30,0.50,"{""kagaku"": ""37,534"", ""kagakunobiritsu"": ""43.0"", ""koseihi"": ""1.3"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""INSULATED WIRE AND CABLE"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""9,669"", ""suryonobiritsu"": ""19.8"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,AUDIO AND VISUAL APPARATUS,2,103513,,12.60,,,,3.70,0.50,"{""kagaku"": ""103,513"", ""kagakunobiritsu"": ""12.6"", ""koseihi"": ""3.7"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""AUDIO AND VISUAL APPARATUS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,ELECTRICAL POWER MACHINERY,2,65978,,29.20,,,,2.40,0.70,"{""kagaku"": ""65,978"", ""kagakunobiritsu"": ""29.2"", ""koseihi"": ""2.4"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""ELECTRICAL POWER MACHINERY"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.7""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,"TELEPHONY, TELEGRAPHY",2,292051,,47.40,,,,10.50,4.30,"{""kagaku"": ""292,051"", ""kagakunobiritsu"": ""47.4"", ""koseihi"": ""10.5"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""TELEPHONY, TELEGRAPHY"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""4.3""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,(TELEPHONE SETS),2,234232,,55.90,2176392,NO,6.80,8.40,3.80,"{""kagaku"": ""234,232"", ""kagakunobiritsu"": ""55.9"", ""koseihi"": ""8.4"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""(TELEPHONE SETS)"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""2,176,392"", ""suryonobiritsu"": ""6.8"", ""tani"": ""NO"", ""zogenkiyodo"": ""3.8""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,ELECTRICAL MEASURING,2,28355,,38.60,,,,1,0.40,"{""kagaku"": ""28,355"", ""kagakunobiritsu"": ""38.6"", ""koseihi"": ""1.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""ELECTRICAL MEASURING"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.4""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,8 TRANSPORT EQUIPMENT,1,120303,,53.20,,,,4.30,1.90,"{""kagaku"": ""120,303"", ""kagakunobiritsu"": ""53.2"", ""koseihi"": ""4.3"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""8 TRANSPORT EQUIPMENT"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""1.9""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,MOTOR VEHICLES,2,31796,,158.30,7624,NO,122.20,1.10,0.90,"{""kagaku"": ""31,796"", ""kagakunobiritsu"": ""158.3"", ""koseihi"": ""1.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""MOTOR VEHICLES"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""7,624"", ""suryonobiritsu"": ""122.2"", ""tani"": ""NO"", ""zogenkiyodo"": ""0.9""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,PARTS OF MOTOR VEHICLES,2,64571,,27.60,,,,2.30,0.60,"{""kagaku"": ""64,571"", ""kagakunobiritsu"": ""27.6"", ""koseihi"": ""2.3"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""PARTS OF MOTOR VEHICLES"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.6""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,AIRCRAFT,2,1247,,6.50,,,,0,0,"{""kagaku"": ""1,247"", ""kagakunobiritsu"": ""6.5"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""AIRCRAFT"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,9 OTHERS,1,542292,,6.90,,,,19.50,1.60,"{""kagaku"": ""542,292"", ""kagakunobiritsu"": ""6.9"", ""koseihi"": ""19.5"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""9 OTHERS"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""1.6""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,"SCIENTIFIC, OPTICAL INST",2,42552,,6.80,,,,1.50,0.10,"{""kagaku"": ""42,552"", ""kagakunobiritsu"": ""6.8"", ""koseihi"": ""1.5"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""SCIENTIFIC, OPTICAL INST"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.1""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,CLOTHING AND ACCESSORIES,2,149934,,3.80,,,,5.40,0.30,"{""kagaku"": ""149,934"", ""kagakunobiritsu"": ""3.8"", ""koseihi"": ""5.4"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""CLOTHING AND ACCESSORIES"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.3""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,FURNITURE,2,58913,,16.90,87539,MT,9.90,2.10,0.40,"{""kagaku"": ""58,913"", ""kagakunobiritsu"": ""16.9"", ""koseihi"": ""2.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""FURNITURE"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""87,539"", ""suryonobiritsu"": ""9.9"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.4""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,CHINA,BAGS,2,32280,,12.20,,,,1.20,0.20,"{""kagaku"": ""32,280"", ""kagakunobiritsu"": ""12.2"", ""koseihi"": ""1.2"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(CHINA)"", ""shuyoshohin"": ""BAGS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,Grand Total,0,507137,,28.80,,,,100,28.80,"{""kagaku"": ""507,137"", ""kagakunobiritsu"": ""28.8"", ""koseihi"": ""100.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""Grand Total"", ""shuyoshohinbunrui"": ""0"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""28.8""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,1 FOODSTUFF,1,29187,,-6.10,,,,5.80,-0.50,"{""kagaku"": ""29,187"", ""kagakunobiritsu"": ""-6.1"", ""koseihi"": ""5.8"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""1 FOODSTUFF"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-0.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,FISH AND FISH PREPARATION,2,6476,,12.80,5226,MT,8,1.30,0.20,"{""kagaku"": ""6,476"", ""kagakunobiritsu"": ""12.8"", ""koseihi"": ""1.3"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""FISH AND FISH PREPARATION"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""5,226"", ""suryonobiritsu"": ""8.0"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,MEAT AND MEAT PREPARATION,2,64,,15.70,105,MT,36.40,0,0,"{""kagaku"": ""64"", ""kagakunobiritsu"": ""15.7"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""MEAT AND MEAT PREPARATION"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""105"", ""suryonobiritsu"": ""36.4"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,"CEREALS, CEREAL PREPARATION",2,2222,,14.60,5260,MT,-0.80,0.40,0.10,"{""kagaku"": ""2,222"", ""kagakunobiritsu"": ""14.6"", ""koseihi"": ""0.4"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""CEREALS, CEREAL PREPARATION"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""5,260"", ""suryonobiritsu"": ""-0.8"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.1""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,VEGETABLES,2,5658,,-18.80,6488,MT,11.90,1.10,-0.30,"{""kagaku"": ""5,658"", ""kagakunobiritsu"": ""-18.8"", ""koseihi"": ""1.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""VEGETABLES"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""6,488"", ""suryonobiritsu"": ""11.9"", ""tani"": ""MT"", ""zogenkiyodo"": ""-0.3""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,FRUITS,2,637,,-4.60,509,MT,-39.30,0.10,0,"{""kagaku"": ""637"", ""kagakunobiritsu"": ""-4.6"", ""koseihi"": ""0.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""FRUITS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""509"", ""suryonobiritsu"": ""-39.3"", ""tani"": ""MT"", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,2 RAW MATERIALS,1,13553,,63.20,,,,2.70,1.30,"{""kagaku"": ""13,553"", ""kagakunobiritsu"": ""63.2"", ""koseihi"": ""2.7"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""2 RAW MATERIALS"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""1.3""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,WOOD,2,13,,-43,,,,0,0,"{""kagaku"": ""13"", ""kagakunobiritsu"": ""-43.0"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""WOOD"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,ORE OF NONFERROUS,2,1470,,70,1,TMT,1.50,0.30,0.20,"{""kagaku"": ""1,470"", ""kagakunobiritsu"": ""70.0"", ""koseihi"": ""0.3"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""ORE OF NONFERROUS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""1"", ""suryonobiritsu"": ""1.5"", ""tani"": ""TMT"", ""zogenkiyodo"": ""0.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,IRON ORE AND CONCENTRATES,2,50,,,5,TMT,,0,0,"{""kagaku"": ""50"", ""kagakunobiritsu"": ""ZENZO"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""IRON ORE AND CONCENTRATES"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""5"", ""suryonobiritsu"": ""ZENZO"", ""tani"": ""TMT"", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,3 MINERAL FUELS,1,60744,,-6.10,,,,12,-1,"{""kagaku"": ""60,744"", ""kagakunobiritsu"": ""-6.1"", ""koseihi"": ""12.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""3 MINERAL FUELS"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-1.0""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,PETROLEUM PRODUCTS,2,59726,,-7,,,,11.80,-1.10,"{""kagaku"": ""59,726"", ""kagakunobiritsu"": ""-7.0"", ""koseihi"": ""11.8"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""PETROLEUM PRODUCTS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-1.1""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,(PETROLEUM SPIRITS),2,33393,,-31.50,285,TKL,-56.80,6.60,-3.90,"{""kagaku"": ""33,393"", ""kagakunobiritsu"": ""-31.5"", ""koseihi"": ""6.6"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""(PETROLEUM SPIRITS)"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""285"", ""suryonobiritsu"": ""-56.8"", ""tani"": ""TKL"", ""zogenkiyodo"": ""-3.9""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,LPG,2,870,,96.50,2,TMT,67,0.20,0.10,"{""kagaku"": ""870"", ""kagakunobiritsu"": ""96.5"", ""koseihi"": ""0.2"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""LPG"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""2"", ""suryonobiritsu"": ""67.0"", ""tani"": ""TMT"", ""zogenkiyodo"": ""0.1""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,4 CHEMICALS,1,101864,,51.80,,,,20.10,8.80,"{""kagaku"": ""101,864"", ""kagakunobiritsu"": ""51.8"", ""koseihi"": ""20.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""4 CHEMICALS"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""8.8""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,ORGANIC CHEMICALS,2,23837,,50.50,,,,4.70,2,"{""kagaku"": ""23,837"", ""kagakunobiritsu"": ""50.5"", ""koseihi"": ""4.7"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""ORGANIC CHEMICALS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""2.0""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,MEDICAL PRODUCTS,2,9507,,73.40,262602,KG,-25.40,1.90,1,"{""kagaku"": ""9,507"", ""kagakunobiritsu"": ""73.4"", ""koseihi"": ""1.9"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""MEDICAL PRODUCTS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""262,602"", ""suryonobiritsu"": ""-25.4"", ""tani"": ""KG"", ""zogenkiyodo"": ""1.0""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,5 MANUFACTURED GOODS,1,102839,,31,,,,20.30,6.20,"{""kagaku"": ""102,839"", ""kagakunobiritsu"": ""31.0"", ""koseihi"": ""20.3"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""5 MANUFACTURED GOODS"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""6.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,IRON AND STEEL PRODUCTS,2,44980,,14.80,325239,MT,2.50,8.90,1.50,"{""kagaku"": ""44,980"", ""kagakunobiritsu"": ""14.8"", ""koseihi"": ""8.9"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""IRON AND STEEL PRODUCTS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""325,239"", ""suryonobiritsu"": ""2.5"", ""tani"": ""MT"", ""zogenkiyodo"": ""1.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,COMMODITY,I,R KOREA,NONFERROUS METALS,2,38128,,79.50,6711,MT,-2.90,7.50,4.30,"{""kagaku"": ""38,128"", ""kagakunobiritsu"": ""79.5"", ""koseihi"": ""7.5"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(R KOREA)"", ""shuyoshohin"": ""NONFERROUS METALS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""6,711"", ""suryonobiritsu"": ""-2.9"", ""tani"": ""MT"", ""zogenkiyodo"": ""4.3""}",2026-09-02
