yyyymm,period_type,stage,lang,section,imex,area,name,level,value_jpy_m,value_year_ago_jpy_m,yoy_pct,quantity,unit,qty_yoy_pct,share_pct,contribution_pt,extra_json,retrieved_at
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,(IC),2,62837,,22.20,516,MNO,2.70,3.20,0.80,"{""kagaku"": ""62,837"", ""kagakunobiritsu"": ""22.2"", ""koseihi"": ""3.2"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""(IC)"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""516"", ""suryonobiritsu"": ""2.7"", ""tani"": ""MNO"", ""zogenkiyodo"": ""0.8""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,INSULATED WIRE AND CABLE,2,96301,,33.10,25714,MT,10.80,4.90,1.60,"{""kagaku"": ""96,301"", ""kagakunobiritsu"": ""33.1"", ""koseihi"": ""4.9"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""INSULATED WIRE AND CABLE"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""25,714"", ""suryonobiritsu"": ""10.8"", ""tani"": ""MT"", ""zogenkiyodo"": ""1.6""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,AUDIO AND VISUAL APPARATUS,2,38597,,15,,,,2,0.30,"{""kagaku"": ""38,597"", ""kagakunobiritsu"": ""15.0"", ""koseihi"": ""2.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""AUDIO AND VISUAL APPARATUS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.3""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,ELECTRICAL POWER MACHINERY,2,22377,,16.30,,,,1.10,0.20,"{""kagaku"": ""22,377"", ""kagakunobiritsu"": ""16.3"", ""koseihi"": ""1.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""ELECTRICAL POWER MACHINERY"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.2""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,"TELEPHONY, TELEGRAPHY",2,112851,,52.30,,,,5.80,2.60,"{""kagaku"": ""112,851"", ""kagakunobiritsu"": ""52.3"", ""koseihi"": ""5.8"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""TELEPHONY, TELEGRAPHY"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""2.6""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,(TELEPHONE SETS),2,55449,,94.90,823194,NO,28.50,2.80,1.80,"{""kagaku"": ""55,449"", ""kagakunobiritsu"": ""94.9"", ""koseihi"": ""2.8"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""(TELEPHONE SETS)"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""823,194"", ""suryonobiritsu"": ""28.5"", ""tani"": ""NO"", ""zogenkiyodo"": ""1.8""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,ELECTRICAL MEASURING,2,17641,,17.40,,,,0.90,0.20,"{""kagaku"": ""17,641"", ""kagakunobiritsu"": ""17.4"", ""koseihi"": ""0.9"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""ELECTRICAL MEASURING"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.2""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,8 TRANSPORT EQUIPMENT,1,81415,,63.70,,,,4.20,2.10,"{""kagaku"": ""81,415"", ""kagakunobiritsu"": ""63.7"", ""koseihi"": ""4.2"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""8 TRANSPORT EQUIPMENT"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""2.1""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,MOTOR VEHICLES,2,32994,,215.20,9762,NO,173.20,1.70,1.50,"{""kagaku"": ""32,994"", ""kagakunobiritsu"": ""215.2"", ""koseihi"": ""1.7"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""MOTOR VEHICLES"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""9,762"", ""suryonobiritsu"": ""173.2"", ""tani"": ""NO"", ""zogenkiyodo"": ""1.5""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,PARTS OF MOTOR VEHICLES,2,31875,,17.90,,,,1.60,0.30,"{""kagaku"": ""31,875"", ""kagakunobiritsu"": ""17.9"", ""koseihi"": ""1.6"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""PARTS OF MOTOR VEHICLES"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.3""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,AIRCRAFT,2,1430,,24.40,,,,0.10,0,"{""kagaku"": ""1,430"", ""kagakunobiritsu"": ""24.4"", ""koseihi"": ""0.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""AIRCRAFT"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,9 OTHERS,1,345801,,15,,,,17.70,3,"{""kagaku"": ""345,801"", ""kagakunobiritsu"": ""15.0"", ""koseihi"": ""17.7"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""9 OTHERS"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""3.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,"SCIENTIFIC, OPTICAL INST",2,39029,,24.30,,,,2,0.50,"{""kagaku"": ""39,029"", ""kagakunobiritsu"": ""24.3"", ""koseihi"": ""2.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""SCIENTIFIC, OPTICAL INST"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.5""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,CLOTHING AND ACCESSORIES,2,119989,,4.40,,,,6.10,0.30,"{""kagaku"": ""119,989"", ""kagakunobiritsu"": ""4.4"", ""koseihi"": ""6.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""CLOTHING AND ACCESSORIES"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.3""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,FURNITURE,2,18826,,14,28275,MT,4,1,0.20,"{""kagaku"": ""18,826"", ""kagakunobiritsu"": ""14.0"", ""koseihi"": ""1.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""FURNITURE"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""28,275"", ""suryonobiritsu"": ""4.0"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.2""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,ASEAN,BAGS,2,14243,,9.70,,,,0.70,0.10,"{""kagaku"": ""14,243"", ""kagakunobiritsu"": ""9.7"", ""koseihi"": ""0.7"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(ASEAN)"", ""shuyoshohin"": ""BAGS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.1""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,Grand Total,0,994823,,11.90,,,,100,11.90,"{""kagaku"": ""994,823"", ""kagakunobiritsu"": ""11.9"", ""koseihi"": ""100.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""Grand Total"", ""shuyoshohinbunrui"": ""0"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""11.9""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,1 FOODSTUFF,1,1157,,-50.20,,,,0.10,-0.10,"{""kagaku"": ""1,157"", ""kagakunobiritsu"": ""-50.2"", ""koseihi"": ""0.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""1 FOODSTUFF"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-0.1""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,FISH AND FISH PREPARATION,2,66,,-56,52,MT,-67.10,0,0,"{""kagaku"": ""66"", ""kagakunobiritsu"": ""-56.0"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""FISH AND FISH PREPARATION"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""52"", ""suryonobiritsu"": ""-67.1"", ""tani"": ""MT"", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,"CEREALS, CEREAL PREPARATION",2,31,,-37.50,211,MT,-41.20,0,0,"{""kagaku"": ""31"", ""kagakunobiritsu"": ""-37.5"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""CEREALS, CEREAL PREPARATION"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""211"", ""suryonobiritsu"": ""-41.2"", ""tani"": ""MT"", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,VEGETABLES,2,91,,10.90,124,MT,-15.60,0,0,"{""kagaku"": ""91"", ""kagakunobiritsu"": ""10.9"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""VEGETABLES"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""124"", ""suryonobiritsu"": ""-15.6"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,FRUITS,2,604,,-61.90,940,MT,-65.30,0.10,-0.10,"{""kagaku"": ""604"", ""kagakunobiritsu"": ""-61.9"", ""koseihi"": ""0.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""FRUITS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""940"", ""suryonobiritsu"": ""-65.3"", ""tani"": ""MT"", ""zogenkiyodo"": ""-0.1""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,2 RAW MATERIALS,1,6298,,-20.40,,,,0.60,-0.20,"{""kagaku"": ""6,298"", ""kagakunobiritsu"": ""-20.4"", ""koseihi"": ""0.6"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""2 RAW MATERIALS"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-0.2""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,3 MINERAL FUELS,1,940869,,13.50,,,,94.60,12.60,"{""kagaku"": ""940,869"", ""kagakunobiritsu"": ""13.5"", ""koseihi"": ""94.6"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""3 MINERAL FUELS"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""12.6""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,PETROLEUM,2,842295,,20.70,7182,TKL,-32.80,84.70,16.30,"{""kagaku"": ""842,295"", ""kagakunobiritsu"": ""20.7"", ""koseihi"": ""84.7"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""PETROLEUM"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""7,182"", ""suryonobiritsu"": ""-32.8"", ""tani"": ""TKL"", ""zogenkiyodo"": ""16.3""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,PETROLEUM PRODUCTS,2,67649,,-19.20,,,,6.80,-1.80,"{""kagaku"": ""67,649"", ""kagakunobiritsu"": ""-19.2"", ""koseihi"": ""6.8"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""PETROLEUM PRODUCTS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-1.8""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,(PETROLEUM SPIRITS),2,67392,,-18.20,649,TKL,-52.50,6.80,-1.70,"{""kagaku"": ""67,392"", ""kagakunobiritsu"": ""-18.2"", ""koseihi"": ""6.8"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""(PETROLEUM SPIRITS)"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""649"", ""suryonobiritsu"": ""-52.5"", ""tani"": ""TKL"", ""zogenkiyodo"": ""-1.7""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,LNG,2,30925,,-34.90,276,TMT,-50.80,3.10,-1.90,"{""kagaku"": ""30,925"", ""kagakunobiritsu"": ""-34.9"", ""koseihi"": ""3.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""LNG"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""276"", ""suryonobiritsu"": ""-50.8"", ""tani"": ""TMT"", ""zogenkiyodo"": ""-1.9""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,4 CHEMICALS,1,8960,,-13,,,,0.90,-0.20,"{""kagaku"": ""8,960"", ""kagakunobiritsu"": ""-13.0"", ""koseihi"": ""0.9"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""4 CHEMICALS"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-0.2""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,ORGANIC CHEMICALS,2,1221,,-73.90,,,,0.10,-0.40,"{""kagaku"": ""1,221"", ""kagakunobiritsu"": ""-73.9"", ""koseihi"": ""0.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""ORGANIC CHEMICALS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-0.4""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,MEDICAL PRODUCTS,2,278,,-59.50,3088,KG,6,0,0,"{""kagaku"": ""278"", ""kagakunobiritsu"": ""-59.5"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""MEDICAL PRODUCTS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""3,088"", ""suryonobiritsu"": ""6.0"", ""tani"": ""KG"", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,5 MANUFACTURED GOODS,1,19790,,2.10,,,,2,0,"{""kagaku"": ""19,790"", ""kagakunobiritsu"": ""2.1"", ""koseihi"": ""2.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""5 MANUFACTURED GOODS"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,IRON AND STEEL PRODUCTS,2,13,,27.80,2,MT,100,0,0,"{""kagaku"": ""13"", ""kagakunobiritsu"": ""27.8"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""IRON AND STEEL PRODUCTS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""2"", ""suryonobiritsu"": ""100.0"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,NONFERROUS METALS,2,18220,,1.10,30799,MT,-33.30,1.80,0,"{""kagaku"": ""18,220"", ""kagakunobiritsu"": ""1.1"", ""koseihi"": ""1.8"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""NONFERROUS METALS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""30,799"", ""suryonobiritsu"": ""-33.3"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,MANUFACTURES OF METALS,2,843,,14.20,,,,0.10,0,"{""kagaku"": ""843"", ""kagakunobiritsu"": ""14.2"", ""koseihi"": ""0.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""MANUFACTURES OF METALS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,"TEXTILE YARN, FABRICS",2,496,,55.90,,,,0,0,"{""kagaku"": ""496"", ""kagakunobiritsu"": ""55.9"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""TEXTILE YARN, FABRICS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,NON-METALLIC MINERAL WARE,2,165,,-39.60,,,,0,0,"{""kagaku"": ""165"", ""kagakunobiritsu"": ""-39.6"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""NON-METALLIC MINERAL WARE"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,6 MACHINERY,1,2925,,-4.90,,,,0.30,0,"{""kagaku"": ""2,925"", ""kagakunobiritsu"": ""-4.9"", ""koseihi"": ""0.3"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""6 MACHINERY"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,POWER GENERATING MACHINE,2,1599,,12.90,5,MT,0,0.20,0,"{""kagaku"": ""1,599"", ""kagakunobiritsu"": ""12.9"", ""koseihi"": ""0.2"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""POWER GENERATING MACHINE"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""5"", ""suryonobiritsu"": ""0.0"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,COMPUTERS AND UNITS,2,215,,-51.40,2,TNO,-40.30,0,0,"{""kagaku"": ""215"", ""kagakunobiritsu"": ""-51.4"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""COMPUTERS AND UNITS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""2"", ""suryonobiritsu"": ""-40.3"", ""tani"": ""TNO"", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,PARTS OF COMPUTER,2,133,,618,0,MT,44.90,0,0,"{""kagaku"": ""133"", ""kagakunobiritsu"": ""618.0"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""PARTS OF COMPUTER"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""0"", ""suryonobiritsu"": ""44.9"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,7 ELECTRICAL MACHINERY,1,12259,,39.30,,,,1.20,0.40,"{""kagaku"": ""12,259"", ""kagakunobiritsu"": ""39.3"", ""koseihi"": ""1.2"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""7 ELECTRICAL MACHINERY"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.4""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,SEMICONDUCTORS ETC,2,3564,,-32.90,,,,0.40,-0.20,"{""kagaku"": ""3,564"", ""kagakunobiritsu"": ""-32.9"", ""koseihi"": ""0.4"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""SEMICONDUCTORS ETC"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-0.2""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,(IC),2,3395,,-33.20,0,MNO,-72.50,0.30,-0.20,"{""kagaku"": ""3,395"", ""kagakunobiritsu"": ""-33.2"", ""koseihi"": ""0.3"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""(IC)"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""0"", ""suryonobiritsu"": ""-72.5"", ""tani"": ""MNO"", ""zogenkiyodo"": ""-0.2""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,INSULATED WIRE AND CABLE,2,44,,116.70,4,MT,122.50,0,0,"{""kagaku"": ""44"", ""kagakunobiritsu"": ""116.7"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""INSULATED WIRE AND CABLE"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""4"", ""suryonobiritsu"": ""122.5"", ""tani"": ""MT"", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,AUDIO AND VISUAL APPARATUS,2,79,,-16.30,,,,0,0,"{""kagaku"": ""79"", ""kagakunobiritsu"": ""-16.3"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""AUDIO AND VISUAL APPARATUS"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,ELECTRICAL POWER MACHINERY,2,227,,11.60,,,,0,0,"{""kagaku"": ""227"", ""kagakunobiritsu"": ""11.6"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""ELECTRICAL POWER MACHINERY"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,"TELEPHONY, TELEGRAPHY",2,644,,99.30,,,,0.10,0,"{""kagaku"": ""644"", ""kagakunobiritsu"": ""99.3"", ""koseihi"": ""0.1"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""TELEPHONY, TELEGRAPHY"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,ELECTRICAL MEASURING,2,4520,,790.80,,,,0.50,0.50,"{""kagaku"": ""4,520"", ""kagakunobiritsu"": ""790.8"", ""koseihi"": ""0.5"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""ELECTRICAL MEASURING"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.5""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,8 TRANSPORT EQUIPMENT,1,26,,-92.80,,,,0,0,"{""kagaku"": ""26"", ""kagakunobiritsu"": ""-92.8"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""8 TRANSPORT EQUIPMENT"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_DP,5,en,COMMODITY,I,MIDDLE EAST,MOTOR VEHICLES,2,11,,,5,NO,,0,0,"{""kagaku"": ""11"", ""kagakunobiritsu"": ""ZENZO"", ""koseihi"": ""0.0"", ""page_title"": ""Imports by Principal Commodity by Area(Country)(MIDDLE EAST)"", ""shuyoshohin"": ""MOTOR VEHICLES"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""5"", ""suryonobiritsu"": ""ZENZO"", ""tani"": ""NO"", ""zogenkiyodo"": ""0.0""}",2026-09-02
