doc_id,code,company,filer,doc_type_code,doc_type,description,submitted_jst,period_start,period_end,link,topics,needs_reading,first_seen_utc
S100Z38R,7220,Musashi Seimitsu,グランサム、マヨ、ヴァン　オッテルロー　アンド　カンパニー　エルエルシー,350,big-holder (5%) report,変更報告書,2026-09-24 10:15,,,https://disclosure2.edinet-fsa.go.jp/WZEK0040.aspx?S100Z38R,ownership,,2026-09-26T17:58:15Z
