Date,Open,High,Low,Close,Volume
2023-06-23,2.3506,2.3616,2.3244,2.3286,78486401
2023-06-26,2.328,2.337,2.2844,2.3286,69086851
2023-06-27,2.346,2.365,2.3294,2.362,64698003
2023-06-28,2.37,2.375,2.347,2.363,52364246
2023-06-29,2.3586,2.401,2.357,2.3894,69921680
2023-06-30,2.4054,2.424,2.398,2.409,93583444
2023-07-03,2.397,2.4436,2.3964,2.4346,84049834
2023-07-04,2.439,2.4516,2.4114,2.4166,47182017
2023-07-05,2.413,2.427,2.3934,2.4076,54372247
2023-07-06,2.3906,2.3936,2.3184,2.326,108159603
2023-07-07,2.3426,2.367,2.327,2.35,68465549
2023-07-10,2.342,2.3756,2.338,2.3586,39148265
2023-07-11,2.3746,2.3896,2.35,2.3846,47678699
2023-07-12,2.392,2.417,2.3854,2.4124,63000705
2023-07-13,2.417,2.45,2.405,2.443,94025310
2023-07-14,2.4266,2.457,2.422,2.4306,76085051
2023-07-17,2.4174,2.446,2.4174,2.435,50883400
2023-07-18,2.435,2.4686,2.427,2.463,64346047
2023-07-19,2.4744,2.5,2.469,2.492,97179865
2023-07-20,2.499,2.531,2.4924,2.519,95495897
2023-07-21,2.5064,2.5476,2.5064,2.533,88568537
2023-07-24,2.517,2.5376,2.5154,2.534,57089149
2023-07-25,2.545,2.555,2.534,2.5384,58163892
2023-07-26,2.5496,2.5806,2.5274,2.541,96400991
2023-07-27,2.547,2.5796,2.547,2.573,124763811
2023-07-28,2.5906,2.6216,2.572,2.615,187634050
2023-07-31,2.6114,2.6416,2.602,2.634,114201635
2023-08-01,2.635,2.6446,2.5854,2.6056,115419547
2023-08-02,2.584,2.584,2.538,2.5544,101890794
2023-08-03,2.57,2.57,2.515,2.5384,82625027
2023-08-04,2.548,2.5666,2.5304,2.5476,78989646
2023-08-07,2.5376,2.568,2.531,2.5576,53170029
2023-08-08,2.426,2.45,2.3284,2.3406,407458440
2023-08-09,2.4106,2.45,2.37,2.391,190071333
2023-08-10,2.4,2.4546,2.4,2.4416,105623149
2023-08-11,2.453,2.453,2.415,2.432,59880919
2023-08-14,2.4556,2.5,2.425,2.4464,52373555
2023-08-16,2.408,2.436,2.4,2.4236,62338175
2023-08-17,2.411,2.437,2.397,2.414,73950912
2023-08-18,2.397,2.41,2.383,2.4054,72453800
2023-08-21,2.3934,2.46,2.3934,2.439,81927911
2023-08-22,2.457,2.4716,2.4414,2.456,65391519
2023-08-23,2.476,2.481,2.4454,2.456,67232728
2023-08-24,2.4726,2.4796,2.4404,2.448,69765348
2023-08-25,2.44,2.4706,2.44,2.454,51884725
2023-08-28,2.4624,2.4876,2.4624,2.48,53449070
2023-08-29,2.4756,2.498,2.4704,2.4944,63284780
2023-08-30,2.5,2.536,2.5,2.5046,73019952
2023-08-31,2.506,2.5136,2.471,2.4766,68829329
2023-09-01,2.468,2.49,2.4404,2.4566,68927196
2023-09-04,2.4576,2.4846,2.4404,2.4516,46693400
2023-09-05,2.4436,2.458,2.4244,2.444,46261274
2023-09-06,2.4464,2.448,2.3834,2.399,100943480
2023-09-07,2.395,2.4026,2.366,2.382,81841543
2023-09-08,2.4036,2.418,2.378,2.414,77695259
2023-09-11,2.4566,2.495,2.443,2.476,112241865
2023-09-12,2.48,2.4856,2.4584,2.476,72026126
2023-09-13,2.47,2.488,2.453,2.4664,70044041
2023-09-14,2.4526,2.4794,2.3974,2.4736,152287325
2023-09-15,2.545,2.545,2.4584,2.466,149635560
2023-09-18,2.4716,2.48,2.42,2.4276,78826852
2023-09-19,2.439,2.445,2.417,2.441,51336800
2023-09-20,2.437,2.522,2.437,2.51,151415667
2023-09-21,2.495,2.5106,2.472,2.488,87709219
2023-09-22,2.479,2.487,2.4494,2.4616,84207048
2023-09-25,2.4696,2.4936,2.4374,2.4504,67342067
2023-09-26,2.4254,2.4556,2.412,2.4266,79856558
2023-09-27,2.421,2.4466,2.409,2.4214,51622004
2023-09-28,2.4304,2.4546,2.416,2.451,67992230
2023-09-29,2.4624,2.4716,2.444,2.449,62016410
2023-10-02,2.4476,2.465,2.403,2.411,55824052
2023-10-03,2.4076,2.435,2.374,2.3876,79489329
2023-10-04,2.369,2.3806,2.3474,2.3686,95589749
2023-10-05,2.3864,2.3886,2.3454,2.368,61802322
2023-10-06,2.373,2.4056,2.359,2.401,75698021
2023-10-09,2.3864,2.3888,2.344,2.371,80790424
2023-10-10,2.402,2.4346,2.3924,2.429,68178679
2023-10-11,2.3966,2.4526,2.3964,2.4464,66672867
2023-10-12,2.457,2.475,2.444,2.4496,111731103
2023-10-13,2.435,2.4506,2.398,2.4036,83358443
2023-10-16,2.408,2.429,2.394,2.4174,60763068
2023-10-17,2.404,2.44,2.404,2.429,50048226
2023-10-18,2.4306,2.434,2.3924,2.4014,55975641
2023-10-19,2.398,2.3996,2.3644,2.373,74401489
2023-10-20,2.3596,2.3596,2.3314,2.345,88041491
2023-10-23,2.36,2.375,2.333,2.372,77111282
2023-10-24,2.3824,2.3836,2.348,2.3598,65289178
2023-10-25,2.334,2.36,2.334,2.3534,52949763
2023-10-26,2.33,2.3716,2.3144,2.3676,86523472
2023-10-27,2.388,2.403,2.367,2.3786,67599351
2023-10-30,2.3876,2.4116,2.374,2.4054,73906517
2023-10-31,2.4076,2.4644,2.405,2.4544,98763401
2023-11-01,2.461,2.507,2.461,2.495,101592029
2023-11-02,2.5,2.538,2.5,2.5246,130659670
2023-11-03,2.5476,2.5936,2.5254,2.5616,152454520
2023-11-06,2.62,2.6336,2.568,2.573,118000980
2023-11-07,2.542,2.584,2.542,2.5626,67910865
2023-11-08,2.566,2.5906,2.539,2.572,93726512
2023-11-09,2.575,2.5856,2.565,2.5776,89872170
2023-11-10,2.573,2.5856,2.5568,2.57,79695712
2023-11-13,2.569,2.604,2.569,2.601,112706481
2023-11-14,2.59,2.635,2.59,2.63,145317340
2023-11-15,2.649,2.665,2.636,2.651,104036369
2023-11-16,2.6524,2.658,2.642,2.6446,130863711
2023-11-17,2.616,2.675,2.616,2.675,141630604
2023-11-20,2.58,2.6076,2.564,2.569,135025774
2023-11-21,2.5786,2.5786,2.516,2.527,99266244
2023-11-22,2.546,2.5658,2.5214,2.54,65142538
2023-11-23,2.5526,2.5656,2.5264,2.5606,60006602
2023-11-24,2.557,2.605,2.557,2.5994,97638426
2023-11-27,2.602,2.6106,2.5864,2.6,71626278
2023-11-28,2.5994,2.619,2.5994,2.6166,76476112
2023-11-29,2.6292,2.658,2.6292,2.643,120690177
2023-11-30,2.655,2.659,2.627,2.6426,80447524
2023-12-01,2.6256,2.6726,2.6254,2.6646,75649138
2023-12-04,2.683,2.695,2.6564,2.6916,83695659
2023-12-05,2.6786,2.719,2.671,2.686,100578236
2023-12-06,2.696,2.713,2.6894,2.702,81542354
2023-12-07,2.6786,2.708,2.6564,2.6816,93402669
2023-12-08,2.6804,2.7,2.6594,2.7,90936762
2023-12-11,2.7,2.704,2.683,2.6956,65877874
2023-12-12,2.7386,2.7386,2.68,2.684,67678685
2023-12-13,2.6966,2.6966,2.68,2.6846,64210017
2023-12-14,2.7266,2.727,2.592,2.6216,169627576
2023-12-15,2.6346,2.6496,2.614,2.6286,114084902
2023-12-18,2.667,2.667,2.6134,2.622,54729911
2023-12-19,2.62,2.6536,2.613,2.6496,67142984
2023-12-20,2.6566,2.6606,2.622,2.64,53531394
2023-12-21,2.6386,2.6416,2.619,2.6256,44458196
2023-12-22,2.6306,2.6436,2.618,2.64,46031742
2023-12-27,2.6404,2.6606,2.632,2.6546,38882142
2023-12-28,2.662,2.6646,2.6324,2.64,38046224
2023-12-29,2.647,2.652,2.6394,2.6406,32407997
2024-01-02,2.6936,2.701,2.6494,2.6976,95077071
2024-01-03,2.716,2.717,2.684,2.696,85153126
2024-01-04,2.702,2.75,2.6964,2.746,107382035
2024-01-05,2.7466,2.805,2.732,2.786,132779724
2024-01-08,2.7906,2.807,2.769,2.795,74856715
2024-01-09,2.798,2.803,2.753,2.76,91018074
2024-01-10,2.7656,2.77,2.744,2.748,53935004
2024-01-11,2.769,2.7736,2.718,2.727,76098658
2024-01-12,2.737,2.747,2.7184,2.7256,56028563
2024-01-15,2.731,2.7386,2.707,2.7256,46027028
2024-01-16,2.707,2.718,2.677,2.7136,63793770
2024-01-17,2.7006,2.737,2.6904,2.735,72829202
2024-01-18,2.728,2.763,2.7144,2.7536,67821982
2024-01-19,2.7724,2.7846,2.7474,2.754,98001881
2024-01-22,2.79,2.799,2.75,2.7644,80206050
2024-01-23,2.7716,2.7844,2.7602,2.7684,52082789
2024-01-24,2.7786,2.8336,2.777,2.8336,111924946
2024-01-25,2.851,2.851,2.8018,2.809,92098947
2024-01-26,2.826,2.8316,2.798,2.8126,71957987
2024-01-29,2.823,2.83,2.7754,2.7816,86322834
2024-01-30,2.8134,2.893,2.794,2.8796,144972461
2024-01-31,2.897,2.8996,2.859,2.864,121639590
2024-02-01,2.84,2.8866,2.793,2.8016,119946367
2024-02-02,2.813,2.83,2.7684,2.8028,90953682
2024-02-05,2.8386,2.901,2.8384,2.8746,164815361
2024-02-06,2.9196,2.957,2.8654,2.894,229187157
2024-02-07,2.909,2.909,2.807,2.839,177967211
2024-02-08,2.85,2.8566,2.8112,2.8206,97485007
2024-02-09,2.8396,2.8396,2.768,2.7816,116137568
2024-02-12,2.848,2.849,2.7964,2.823,74463142
2024-02-13,2.8,2.8516,2.7954,2.8016,59949454
2024-02-14,2.7814,2.83,2.781,2.8146,55530861
2024-02-15,2.8236,2.8266,2.7954,2.8228,70261279
2024-02-16,2.863,2.863,2.8194,2.8336,96944251
2024-02-19,2.8286,2.8484,2.825,2.83,49018839
2024-02-20,2.8546,2.8546,2.826,2.8414,43285507
2024-02-21,2.835,2.899,2.835,2.888,126400067
2024-02-22,2.924,2.924,2.889,2.902,106740780
2024-02-23,2.9026,2.9336,2.8964,2.9326,129332937
2024-02-26,2.9356,2.9616,2.9194,2.9556,122684588
2024-02-27,2.963,2.963,2.9344,2.9506,95835911
2024-02-28,2.9824,2.9826,2.94,2.9506,62890800
2024-02-29,2.9824,2.9826,2.936,2.9456,75775915
2024-03-01,2.973,3.0236,2.9424,2.995,202509359
2024-03-04,3,3.012,2.9914,3.003,76111001
2024-03-05,3.007,3.066,2.988,3.054,134632794
2024-03-06,3.0754,3.1086,3.0544,3.103,116331960
2024-03-07,3.093,3.1096,3.066,3.084,123065854
2024-03-08,3.0956,3.1054,3.081,3.099,72043688
2024-03-11,3.1016,3.1016,3.0234,3.068,96305446
2024-03-12,3.098,3.138,3.0814,3.135,113120514
2024-03-13,3.1576,3.2,3.14,3.1826,131491492
2024-03-14,3.1996,3.212,3.1634,3.1736,111590638
2024-03-15,3.1514,3.232,3.1424,3.2246,170187306
2024-03-18,3.2604,3.2746,3.213,3.2306,89112427
2024-03-19,3.261,3.2806,3.23,3.277,92648326
2024-03-20,3.291,3.291,3.247,3.2684,89660230
2024-03-21,3.2946,3.3,3.2774,3.2986,88718204
2024-03-22,3.306,3.313,3.2774,3.3,75594697
2024-03-25,3.3414,3.3416,3.2874,3.3224,81100762
2024-03-26,3.337,3.359,3.314,3.3486,99065473
2024-03-27,3.351,3.369,3.3404,3.35,90179786
2024-03-28,3.3706,3.382,3.349,3.355,96559675
2024-04-02,3.3996,3.4,3.3474,3.348,109487363
2024-04-03,3.3626,3.411,3.358,3.402,96002140
2024-04-04,3.4214,3.423,3.3834,3.387,66760757
2024-04-05,3.3596,3.4106,3.2274,3.323,146004782
2024-04-08,3.35,3.3616,3.309,3.3576,57728580
2024-04-09,3.3416,3.3646,3.29,3.3156,64150027
2024-04-10,3.334,3.364,3.287,3.3528,98025563
2024-04-11,3.357,3.368,3.245,3.2816,87125130
2024-04-12,3.32,3.3436,3.2814,3.289,81614438
2024-04-15,3.3106,3.372,3.28,3.3296,74758461
2024-04-16,3.27,3.287,3.244,3.2496,83939486
2024-04-17,3.234,3.316,3.234,3.3056,72145491
2024-04-18,3.3494,3.3496,3.3,3.3456,69664790
2024-04-19,3.3196,3.377,3.308,3.377,103493977
2024-04-22,3.3996,3.438,3.394,3.4214,92709775
2024-04-23,3.4836,3.5306,3.4334,3.524,135177398
2024-04-24,3.528,3.5676,3.498,3.5184,95666919
2024-04-25,3.5584,3.576,3.4814,3.5036,74624385
2024-04-26,3.565,3.601,3.507,3.5486,52575724
2024-04-29,3.613,3.613,3.5222,3.5446,81229348
2024-04-30,3.555,3.5746,3.518,3.5366,62885570
2024-05-02,3.5714,3.593,3.5304,3.587,98672056
2024-05-03,3.59,3.597,3.437,3.463,182842460
2024-05-06,3.53,3.569,3.484,3.5566,90001229
2024-05-07,3.5836,3.6,3.561,3.5986,87509464
2024-05-08,3.6154,3.626,3.561,3.5956,80064706
2024-05-09,3.5916,3.61,3.536,3.5786,85017534
2024-05-10,3.595,3.609,3.574,3.598,73987427
2024-05-13,3.648,3.648,3.6,3.63,72355023
2024-05-14,3.638,3.734,3.6274,3.7096,158977433
2024-05-15,3.7386,3.757,3.683,3.724,87383228
2024-05-16,3.75,3.841,3.7074,3.726,72664102
2024-05-17,3.7426,3.762,3.7284,3.7506,127532447
2024-05-20,3.6736,3.6736,3.544,3.5604,122189698
2024-05-21,3.578,3.5838,3.53,3.553,92204078
2024-05-22,3.5634,3.5786,3.528,3.5416,66715374
2024-05-23,3.547,3.5596,3.5064,3.5436,60984075
2024-05-24,3.5006,3.5526,3.4804,3.5516,67924158
2024-05-27,3.544,3.5626,3.521,3.5626,32422704
2024-05-28,3.5786,3.6386,3.574,3.607,81840792
2024-05-29,3.605,3.616,3.5054,3.531,66292730
2024-05-30,3.5256,3.616,3.5234,3.6112,83717243
2024-05-31,3.62,3.652,3.6014,3.61,84725483
2024-06-03,3.634,3.655,3.62,3.646,74813447
2024-06-04,3.634,3.636,3.544,3.5536,93980578
2024-06-05,3.562,3.59,3.5334,3.5436,71786949
2024-06-06,3.5646,3.615,3.509,3.6116,91561443
2024-06-07,3.612,3.6126,3.553,3.5896,57143841
2024-06-10,3.575,3.5756,3.526,3.5686,63684365
2024-06-11,3.59,3.59,3.4474,3.484,107882522
2024-06-12,3.49,3.547,3.49,3.543,72298641
2024-06-13,3.521,3.556,3.4044,3.42,114479160
2024-06-14,3.4094,3.4106,3.258,3.319,196840667
2024-06-17,3.351,3.3956,3.316,3.373,98390542
2024-06-18,3.359,3.4476,3.359,3.4236,78868199
2024-06-19,3.4294,3.482,3.4064,3.4646,70077172
2024-06-20,3.47,3.5116,3.462,3.496,65598528
2024-06-21,3.5136,3.5136,3.4174,3.456,98970294
2024-06-24,3.4436,3.5356,3.4434,3.533,62612120
2024-06-25,3.5126,3.5496,3.5004,3.514,48012736
2024-06-26,3.54,3.559,3.489,3.5236,60251270
2024-06-27,3.529,3.5306,3.447,3.464,75792678
2024-06-28,3.4926,3.5194,3.4554,3.4676,77606507
2024-07-01,3.56,3.5866,3.535,3.5826,96567141
2024-07-02,3.5976,3.5976,3.5154,3.5376,58451541
2024-07-03,3.555,3.585,3.5294,3.572,76713126
2024-07-04,3.5756,3.594,3.572,3.583,51224231
2024-07-05,3.5994,3.5996,3.523,3.5504,55359869
2024-07-08,3.549,3.624,3.538,3.5746,75189129
2024-07-09,3.5816,3.5816,3.5334,3.5504,45169933
2024-07-10,3.568,3.5936,3.539,3.5808,57503474
2024-07-11,3.57,3.5996,3.541,3.5936,69441238
2024-07-12,3.598,3.624,3.591,3.622,56333748
2024-07-15,3.62,3.634,3.5824,3.6078,44887948
2024-07-16,3.593,3.6536,3.5784,3.634,60494690
2024-07-17,3.6406,3.658,3.621,3.6472,58535225
2024-07-18,3.66,3.693,3.653,3.6714,65351260
2024-07-19,3.6806,3.6806,3.636,3.6416,58899446
2024-07-22,3.675,3.724,3.6454,3.7156,68114655
2024-07-23,3.7396,3.759,3.717,3.7384,79044039
2024-07-24,3.76,3.76,3.6908,3.726,78378356
2024-07-25,3.691,3.7166,3.6502,3.698,68171925
2024-07-26,3.665,3.7114,3.665,3.7086,53191959
2024-07-29,3.7286,3.7406,3.6564,3.677,65073205
2024-07-30,3.6594,3.8246,3.6594,3.797,144309333
2024-07-31,3.812,3.8356,3.731,3.7506,94944737
2024-08-01,3.77,3.77,3.5824,3.5946,140282164
2024-08-02,3.473,3.5496,3.43,3.4496,179339814
2024-08-05,3.22,3.4396,3.13,3.401,178523348
2024-08-06,3.4576,3.49,3.3354,3.3556,120329867
2024-08-07,3.4214,3.4976,3.3784,3.473,117277844
2024-08-08,3.481,3.481,3.3874,3.4446,110975705
2024-08-09,3.4824,3.4906,3.434,3.462,54873167
2024-08-12,3.474,3.5,3.464,3.47,53403468
2024-08-13,3.4916,3.497,3.448,3.473,67279406
2024-08-14,3.48,3.499,3.474,3.4884,45265227
2024-08-16,3.5496,3.597,3.5494,3.5856,74913396
2024-08-19,3.61,3.6406,3.603,3.617,47227158
2024-08-20,3.6406,3.6436,3.5802,3.587,50664445
2024-08-21,3.585,3.6328,3.585,3.6186,42440915
2024-08-22,3.6046,3.628,3.598,3.624,34478491
2024-08-23,3.6466,3.684,3.6344,3.673,44987072
2024-08-26,3.7096,3.7096,3.6494,3.6576,28987708
2024-08-27,3.6696,3.697,3.653,3.6966,49632461
2024-08-28,3.703,3.7156,3.679,3.7026,46094493
2024-08-29,3.731,3.7416,3.704,3.722,55686408
2024-08-30,3.745,3.782,3.734,3.7676,63898936
2024-09-02,3.78,3.795,3.756,3.7776,48576418
2024-09-03,3.8156,3.8156,3.691,3.7096,62389610
2024-09-04,3.6906,3.739,3.66,3.7116,59632756
2024-09-05,3.7116,3.7638,3.6954,3.758,59290847
2024-09-06,3.7426,3.7826,3.665,3.667,82405477
2024-09-09,3.645,3.7366,3.645,3.7198,53460943
2024-09-10,3.741,3.763,3.685,3.695,66456081
2024-09-11,3.7396,3.74,3.675,3.6976,68071316
2024-09-12,3.735,3.7536,3.681,3.73,62654992
2024-09-13,3.737,3.7606,3.726,3.747,50531539
2024-09-16,3.729,3.762,3.713,3.7356,55891960
2024-09-17,3.7716,3.789,3.734,3.7516,70929685
2024-09-18,3.76,3.7926,3.7594,3.772,54369403
2024-09-19,3.7986,3.8066,3.756,3.7916,73074282
2024-09-20,3.7884,3.86,3.7864,3.8266,108961767
2024-09-23,3.823,3.832,3.742,3.754,77822332
2024-09-24,3.79,3.8186,3.7574,3.7756,52545626
2024-09-25,3.7854,3.8096,3.7424,3.778,53770852
2024-09-26,3.8286,3.873,3.797,3.873,96917014
2024-09-27,3.8886,3.8886,3.844,3.8676,65373085
2024-09-30,3.8676,3.8796,3.825,3.8356,75532470
2024-10-01,3.85,3.859,3.7284,3.7436,104790239
2024-10-02,3.7804,3.782,3.6734,3.716,76207297
2024-10-03,3.716,3.7286,3.6584,3.6926,96173755
2024-10-04,3.706,3.782,3.7004,3.759,73227818
2024-10-07,3.785,3.813,3.7484,3.7936,65813246
2024-10-08,3.772,3.809,3.77,3.788,45503763
2024-10-09,3.795,3.815,3.7524,3.8076,60222591
2024-10-10,3.82,3.85,3.8014,3.845,86726237
2024-10-11,3.863,3.8916,3.8234,3.8886,81305846
2024-10-14,3.909,3.9258,3.8764,3.922,83868259
2024-10-15,3.9384,3.9386,3.8894,3.932,112939847
2024-10-16,3.9026,3.962,3.88,3.9246,106455908
2024-10-17,3.925,3.981,3.925,3.9716,95096474
2024-10-18,3.953,4,3.9414,3.991,94268285
2024-10-21,3.9936,3.999,3.96,3.97,72916150
2024-10-22,3.9996,3.9996,3.9024,3.935,63464340
2024-10-23,3.934,3.9376,3.887,3.8896,54460361
2024-10-24,3.9014,3.9176,3.8774,3.8866,55587801
2024-10-25,3.8886,3.904,3.865,3.876,52308304
2024-10-28,3.8976,3.934,3.8684,3.9306,67369247
2024-10-29,3.9506,3.984,3.9484,3.969,72886751
2024-10-30,3.9586,3.963,3.9014,3.948,71428500
2024-10-31,3.928,3.988,3.9094,3.934,101949226
2024-11-01,3.9664,4.048,3.946,4.036,101541992
2024-11-04,4.0496,4.087,4.0224,4.076,106849296
2024-11-05,4.094,4.106,4.057,4.0936,91741035
2024-11-06,4.1436,4.1436,3.961,3.971,149564566
2024-11-07,4.009,4.019,3.847,3.8536,122357966
2024-11-08,3.913,3.913,3.796,3.84,98788858
2024-11-11,3.896,3.927,3.849,3.9036,63121433
2024-11-12,3.8766,3.9016,3.7984,3.8056,88431162
2024-11-13,3.819,3.8776,3.799,3.8296,78017771
2024-11-14,3.84,3.914,3.8274,3.905,69529214
2024-11-15,3.9006,3.9276,3.883,3.898,83255489
2024-11-18,3.7796,3.7796,3.7204,3.756,91975731
2024-11-19,3.784,3.784,3.6244,3.708,110041642
2024-11-20,3.734,3.743,3.675,3.698,66862326
2024-11-21,3.705,3.7146,3.64,3.6592,78481090
2024-11-22,3.6706,3.71,3.554,3.631,120619643
2024-11-25,3.6486,3.6626,3.556,3.61,83557413
2024-11-26,3.6006,3.6106,3.535,3.5826,89023369
2024-11-27,3.5786,3.593,3.515,3.576,80510455
2024-11-28,3.6016,3.6206,3.5724,3.6096,44824525
2024-11-29,3.5994,3.637,3.585,3.624,55764151
2024-12-02,3.612,3.6656,3.576,3.631,76319894
2024-12-03,3.649,3.706,3.642,3.6926,59564078
2024-12-04,3.7056,3.756,3.6814,3.739,56242287
2024-12-05,3.7366,3.828,3.7344,3.8256,71667236
2024-12-06,3.824,3.8516,3.8134,3.837,66192406
2024-12-09,3.8776,3.8796,3.8274,3.84,53037109
2024-12-10,3.8496,3.859,3.815,3.8286,48414560
2024-12-11,3.816,3.855,3.816,3.843,52117127
2024-12-12,3.86,3.896,3.837,3.8956,62798851
2024-12-13,3.895,3.928,3.895,3.923,56664765
2024-12-16,3.8716,3.99,3.8714,3.95,75690567
2024-12-17,3.929,3.938,3.856,3.8726,54552370
2024-12-18,3.8986,3.916,3.848,3.9026,53782883
2024-12-19,3.8756,3.8936,3.8362,3.856,55877868
2024-12-20,3.841,3.848,3.7664,3.8416,87274075
2024-12-23,3.791,3.8466,3.791,3.817,42991134
2024-12-27,3.8406,3.8696,3.803,3.8636,45940190
2024-12-30,3.8294,3.8896,3.8294,3.8586,37129947
2025-01-02,3.94,3.94,3.742,3.8536,68647963
2025-01-03,3.869,3.881,3.8314,3.849,51175496
2025-01-06,3.8706,3.932,3.837,3.9286,67710744
2025-01-07,3.908,3.9456,3.841,3.9196,69544600
2025-01-08,3.8956,3.982,3.8954,3.9626,91850773
2025-01-09,3.967,3.991,3.923,3.9876,54157717
2025-01-10,4.01,4.0388,3.985,4.018,90873827
2025-01-13,4.0106,4.023,3.952,3.9636,58747234
2025-01-14,4.0016,4.07,3.9804,4.0696,103110734
2025-01-15,4.083,4.093,4.042,4.0906,87935254
2025-01-16,4.12,4.135,4.087,4.099,74089736
2025-01-17,4.0964,4.15,4.0964,4.143,70765971
2025-01-20,4.16,4.1966,4.1454,4.177,75021804
2025-01-21,4.1956,4.1956,4.144,4.165,51106026
2025-01-22,4.163,4.178,4.0884,4.0976,59195347
2025-01-23,4.0896,4.175,4.0894,4.1726,49433103
2025-01-24,4.19,4.2296,4.17,4.1894,79328302
2025-01-27,4.176,4.2016,4.1374,4.179,64181792
2025-01-28,4.172,4.2176,4.159,4.1974,71721962
2025-01-29,4.2096,4.248,4.1874,4.241,68490383
2025-01-30,4.2496,4.2696,4.207,4.2164,77565406
2025-01-31,4.2316,4.2666,4.1888,4.194,63009596
2025-02-03,4.1786,4.213,4.0284,4.161,90065371
2025-02-04,4.177,4.265,4.106,4.2546,158021068
2025-02-05,4.267,4.267,4.197,4.217,85162215
2025-02-06,4.2686,4.3506,4.237,4.3486,128718593
2025-02-07,4.362,4.367,4.2054,4.3464,81553050
2025-02-10,4.3806,4.381,4.3134,4.3376,72381081
2025-02-11,4.3734,4.4246,4.3344,4.4214,77988777
2025-02-12,4.4394,4.5226,4.404,4.429,100209098
2025-02-13,4.45,4.4626,4.368,4.3784,86609390
2025-02-14,4.4086,4.423,4.366,4.39,66138845
2025-02-17,4.3944,4.4826,4.3944,4.475,81886245
2025-02-18,4.491,4.5466,4.471,4.544,96643499
2025-02-19,4.547,4.594,4.5004,4.511,115608818
2025-02-20,4.5166,4.553,4.4844,4.497,63911992
2025-02-21,4.5366,4.537,4.4764,4.5126,59743174
2025-02-24,4.5476,4.553,4.472,4.535,63099842
2025-02-25,4.53,4.632,4.518,4.606,113315081
2025-02-26,4.68,4.79,4.6344,4.77,146089302
2025-02-27,4.7656,4.799,4.717,4.751,107504778
2025-02-28,4.7626,4.7626,4.709,4.732,73137977
2025-03-03,4.7306,4.85,4.6874,4.8106,101500662
2025-03-04,4.7584,4.815,4.613,4.6596,139460983
2025-03-05,4.8194,4.8896,4.728,4.831,138681363
2025-03-06,4.9036,4.912,4.807,4.87,139105252
2025-03-07,4.846,4.902,4.803,4.8856,107434493
2025-03-10,4.903,4.948,4.758,4.797,129046438
2025-03-11,4.809,4.827,4.644,4.6836,98609442
2025-03-12,4.7356,4.823,4.713,4.7644,70803650
2025-03-13,4.76,4.786,4.685,4.711,77119704
2025-03-14,4.7315,4.816,4.666,4.792,79414384
2025-03-17,4.811,4.83,4.763,4.8165,57691076
2025-03-18,4.856,4.929,4.84,4.9215,89762783
2025-03-19,4.9085,4.975,4.889,4.95,67706625
2025-03-20,4.9695,4.97,4.763,4.8075,112663048
2025-03-21,4.795,4.837,4.757,4.823,109216844
2025-03-24,4.901,4.971,4.821,4.839,50666727
2025-03-25,4.8585,4.945,4.84,4.9405,69896971
2025-03-26,4.982,4.999,4.893,4.913,81046014
2025-03-27,4.8965,4.92,4.806,4.9125,79758585
2025-03-28,4.904,4.904,4.802,4.8265,76794387
2025-03-31,4.8115,4.892,4.711,4.7415,96876565
2025-04-01,4.776,4.8175,4.741,4.804,64006278
2025-04-02,4.768,4.815,4.72,4.7765,54760657
2025-04-03,4.726,4.726,4.447,4.451,134631023
2025-04-04,4.453,4.491,3.974,4.1165,353951757
2025-04-07,3.7815,4.121,3.474,3.864,284740360
2025-04-08,4.15,4.202,3.832,3.982,157134854
2025-04-09,3.881,3.936,3.806,3.9115,135833710
2025-04-10,4.49,4.59,4.141,4.157,161275150
2025-04-11,4.2505,4.251,4.043,4.107,92001623
2025-04-14,4.2285,4.2685,4.183,4.2365,100481725
2025-04-15,4.29,4.379,4.245,4.363,84365516
2025-04-16,4.33,4.398,4.284,4.3955,81850560
2025-04-17,4.4045,4.41,4.318,4.358,66263760
2025-04-22,4.36,4.462,4.351,4.409,66232405
2025-04-23,4.515,4.552,4.449,4.539,79335627
2025-04-24,4.55,4.605,4.511,4.556,72464799
2025-04-25,4.5935,4.672,4.571,4.6645,59461785
2025-04-28,4.6945,4.734,4.679,4.685,64122163
2025-04-29,4.719,4.769,4.706,4.7665,71509472
2025-04-30,4.7455,4.812,4.593,4.6625,121885615
2025-05-02,4.7395,4.787,4.724,4.7515,88683442
2025-05-05,4.8255,4.826,4.729,4.7955,50649182
2025-05-06,4.8135,4.826,4.678,4.747,100550399
2025-05-07,4.787,4.79,4.685,4.6855,69250434
2025-05-08,4.7065,4.813,4.694,4.809,64268374
2025-05-09,4.832,4.87,4.806,4.848,81214788
2025-05-12,4.8975,4.977,4.848,4.877,106815227
2025-05-13,4.909,4.922,4.862,4.881,59817551
2025-05-14,4.892,4.947,4.872,4.945,68287931
2025-05-15,4.943,4.981,4.921,4.9645,80277486
2025-05-16,4.97,4.982,4.931,4.971,92809535
2025-05-19,4.83,4.901,4.804,4.8655,73373585
2025-05-20,4.86,4.936,4.848,4.9195,70398005
2025-05-21,4.899,4.96,4.899,4.9385,63994890
2025-05-22,4.9295,4.943,4.883,4.914,57587673
2025-05-23,4.924,4.942,4.696,4.769,139422800
2025-05-26,4.8825,4.883,4.811,4.8295,39880306
